X,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24
MGG_00005,0,1.213650881,19.9390759,30.48331607,12.01942374,9.885110062,9.264467976,3.151924818,0,0,7.161040035,13.27098326,15.98310371,4.097393411,3.222150978,18.3921446,0,13.87003188,0,6.622017236,10.23155015,3.029728197,3.140184435,0.724919505
MGG_00010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00015,0,5.583234979,18.34539863,0,19.16848819,38.033718,12.78597556,20.29999899,0,7.226557265,13.17735432,9.157701661,4.411685028,4.241137118,28.46028504,19.52551088,0,6.380718572,40.81466901,36.55642213,17.88616219,38.09679116,65.62606544,46.02152462
MGG_00016,0,1.414762189,13.94588071,0,50.44008571,55.52062706,18.89940806,23.8824499,0,1.525976131,0,5.801282813,22.82374335,3.582272318,30.23649422,32.15979715,0,4.042100776,9.695832259,15.4386731,62.02038384,100.0670297,80.2703516,95.06747876
MGG_00017,0,0,3.491492462,0,1.870842408,1.311335022,0.450634114,5.979213186,0,0,8.359704472,1.936546534,0.466461655,2.989527172,9.967966803,2.477394121,0,0,19.41959835,27.05659707,0.298604445,20.6317129,28.80279471,16.07896941
MGG_00018,0,0,0,0,0,1.091085224,0,0,0,0,0,0,0,0,2.738506503,0.572581901,0,0,0,0,0,0.817449637,8.169927941,7.921403664
MGG_00019,0,0,0,0,0,0,3.172720101,0,0,0,0,0,0,0,1.986230593,0,0,0,0,0,0,0,6.452346516,13.40586435
MGG_00020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501577867,0
MGG_00021,0,0.870083753,8.576765983,36.42321205,11.48919674,3.221262463,4.427886794,2.259660185,0,0,5.133852481,35.67809458,7.448035835,0,1.617004429,1.014276361,0,0,15.9012564,35.60564469,4.401087176,0.724018557,1.929637144,0.519705207
MGG_00022,0,0,0,0,0,0,0.12817758,0,0,0,0,0,0.265359077,0,0,0,0,0,0,0,0,0.083834977,0.037239166,0
MGG_00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428188605
MGG_00026,0,0,2.505990557,6.385359631,2.014173076,0,0,0.990353549,0,0,2.250041425,2.084910986,2.008794548,0,0,0,0,0,1.742282513,0,0,0.634639095,0,0.455548051
MGG_00031,0,0,0,0,1.83506801,0,0.58935607,4.812207748,0,0,0,0,0.305027959,0.977453732,1.352842063,1.080009419,0,0,0,0,0.39052601,0,3.082039131,1.106772356
MGG_00032,0,3.010353434,5.934853249,7.561116351,5.962623039,10.25345825,9.19187665,3.127228052,0,3.896395469,0,9.875249293,4.757360643,1.270402646,2.23783277,3.509237264,0,5.160507699,0,0,6.090828775,1.502994448,1.55778983,1.078859145
MGG_00033,0,0,0,0,1.254577666,0.468999883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533980438,0,0.234121354,0.378332539
MGG_00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00039,0,2.047000237,4.035621157,8.569097341,83.25248715,42.43956979,31.77263124,14.88531394,0,3.532662692,12.07814445,4.476691987,46.36750012,5.355912642,12.28226441,19.56712369,0,5.848460829,10.28776341,10.05210309,46.59392742,17.03360342,8.776861057,15.89488005
MGG_00040,0,8.470470864,9.94010034,6.754068062,46.07156585,11.64790752,16.93470582,57.09089283,0,5.220760859,22.60966823,23.15564524,51.79170588,128.6867865,144.8899176,40.90748274,0,2.304846177,86.61567738,48.4180696,110.1744599,259.1159799,237.0547836,281.1610288
MGG_00041,0,19.67085348,33.78622033,58.64004692,63.16593252,53.62664039,37.53962424,9.288435901,0,21.21717213,7.913600242,36.66410738,36.50308405,4.905324894,20.41507992,32.31152543,0,20.43686152,6.127765988,17.07517244,47.48853082,34.22527867,16.52471082,38.45289381
MGG_00042,0,0,0,0,54.90991248,45.9626782,53.67184838,23.47720471,0,0,0,0,6.746201689,3.306285162,6.240074446,7.025355386,0,0,0,1.644143005,8.129066901,4.011914593,4.455191642,4.319667401
MGG_00043,0,0,0,551.9236192,11.64340625,5.596283435,6.410454959,0,0,0,0,241.046471,34.83694315,1.063181231,0,0,0,0,0,144.3341933,10.61942654,2.096389797,5.587248535,6.019208673
MGG_00045,0,3.73524236,9.643277899,26.80520762,353.3623633,241.0158641,173.7945567,89.38456586,0,2.302210518,3.148495467,11.6697101,97.32801396,21.61801836,43.6338539,87.08513447,0,1.524559711,7.3139568,13.10176457,74.22536672,35.52216046,56.80369343,85.09969762
MGG_00046,0,1.216854183,0,0.565995806,46.06216461,21.02375917,17.02968767,11.58756128,0,0.875007099,0,0,6.677203916,2.054104021,9.799655019,8.038248921,0,0,0,1.106582557,8.548796023,3.375249822,3.898108952,4.360997112
MGG_00047,0,2260.642728,148.3955551,1400.435337,2332.428864,902.8975167,1031.062809,195.4836637,0,1228.647468,29.60870839,281.2161977,2136.205417,280.5930547,518.2494482,2474.416192,0,3383.551818,154.7573553,629.7403248,772.0539814,258.8913049,282.8592081,95.91424759
MGG_00048,0,2.263098652,10.22462599,38.68436774,30.63063206,33.51417476,38.15002463,21.30559029,0,7.323000045,8.345758807,24.74644462,43.58797594,2.626395236,6.00835516,22.42423606,0,3.232936561,12.92480171,21.60916899,22.89456486,7.061929736,6.273762736,4.393219032
MGG_00049,0,79.03070377,57.60488389,109.5021247,117.9535861,155.7737781,188.3495558,42.63945012,532.4738474,75.63840223,85.38138182,76.07235196,57.17016552,12.9179648,22.7551832,92.77667149,0,79.50623753,62.29941654,68.32608776,77.88669124,29.17673514,24.68607773,28.25676503
MGG_00050,0,10.72708279,13.32510748,6.206440922,18.31058639,10.46132234,4.327295835,5.096137222,0,5.079659214,6.175044525,6.437090569,8.441725034,3.42281457,8.613339618,6.404899441,0,11.21276519,8.367702012,9.992918541,9.484488037,1.74171223,5.802462832,5.938508493
MGG_00052,0,87.55572765,137.8517892,17.8171113,26.49504227,43.22035713,76.58306132,54.47826138,0,110.1781936,123.7723084,99.72927328,109.3004784,85.4456987,38.74230197,51.03284862,0,88.59637204,262.5211319,129.3847848,78.42619811,22.76791293,81.58156564,68.64041226
MGG_00053,344.9179289,51.45740293,67.96303976,63.3557636,54.62483666,47.06664968,47.49576313,37.34002687,0,58.76730073,96.74162518,68.95520126,65.77339029,41.30221317,33.75206455,39.40195216,0,54.77154362,31.11657944,41.28910624,62.51909577,21.82929319,15.66355437,18.98384812
MGG_00054,0,3.58085925,18.62948514,6.662265195,8.274731429,11.04767927,9.870855888,5.424829827,0,21.88664601,15.84640825,17.94642796,17.2912354,0.251860408,1.901381907,0.695714805,0,10.23083177,17.72391861,11.39726316,13.58461787,3.47634347,2.426565545,2.495341848
MGG_00056,0,17.70235194,10.17912075,22.23153289,21.62227123,24.90460283,16.89147959,2.298703989,0,21.00332014,20.89023342,21.77673764,9.325203199,0.74705895,7.989728149,11.3498182,0,15.17315583,10.11000508,9.658896271,8.954263757,1.473057194,2.94446791,6.344219941
MGG_00057,0,6.712947268,11.02870415,6.690847456,8.864246876,20.59246052,34.16242455,7.471684495,0,31.03135549,8.487675767,5.243177082,1.894409211,0.404705492,1.273026108,6.707515595,0,16.43955807,19.71687574,13.081325,1.616936084,3.19200693,1.063407677,6.300918908
MGG_00058,0,18.51295245,26.26744654,16.43905957,35.55753044,76.63958861,72.80100526,15.29794585,0,39.93649785,27.30851099,25.30434059,14.96077582,13.84973661,7.819395136,32.37145274,0,21.63810415,13.45647904,9.18289317,12.76947881,9.103009497,16.17408383,14.0736597
MGG_00059,0,0.674028697,6.644172333,7.524268806,1.780069627,0.998167513,0.857538931,0,0,0,7.954093811,3.685171611,0,0.56889522,0.53684851,1.571461073,0,0,7.698901894,1.83884415,0,0.560876218,0.249139006,1.20780174
MGG_00061,0,15.26510836,5.787473894,6.554090879,6.977464897,13.04195948,14.93936017,3.049570049,0,10.13236491,13.85698864,3.210006217,1.546407264,0.495541968,2.494012562,13.68837153,0,3.354905037,2.682482723,16.01743902,2.969788051,5.862683216,2.170150657,2.805514644
MGG_00062,271.1499977,128.8916811,63.20108185,65.85434233,77.24353747,88.09633278,90.3171067,33.47394995,379.4305577,118.9188277,88.92163713,61.79676163,42.82749976,13.22185897,16.21490313,49.46756689,0,168.830726,27.1796072,43.27808684,43.79862578,24.75092471,15.6851489,20.60899383
MGG_00063,0,128.22477,56.39040635,31.51637893,53.77751792,57.28236885,57.69687654,33.71643113,170.1482321,153.0748532,65.05949377,46.67208808,43.21160289,24.54190773,50.946015,40.42653512,0,170.7259877,43.06484848,60.64754322,58.17227536,55.0513841,38.78394807,94.7539946
MGG_00065,0,69.84486387,57.37407948,94.69212143,220.3517048,153.3865781,124.7079727,51.01631444,0,39.37983852,107.7114731,131.2672878,94.59490038,65.98450021,78.59822627,93.91027026,0,51.02206289,96.09660993,95.27325767,143.859294,87.50972518,47.8192487,58.07428897
MGG_00066,0,2.251700261,1.233106465,0,2.477752594,2.223025084,2.86474544,0.974633651,0,1.619137067,0,0,0,0,0.59780933,0,0,0,0,0,0,2.498261834,0.832288548,3.586537036
MGG_00067,0,123.2254615,58.50537403,73.35383713,80.23817296,57.75879105,69.03838941,55.04999726,0,163.396613,45.02565655,71.08060664,74.44084623,70.60892067,88.69181674,46.12509192,0,167.9581148,45.19520891,61.68370998,99.11855366,92.6613929,82.31965136,112.7681448
MGG_00068,0,14.25742056,5.405428338,10.7125183,17.0162588,30.85860244,20.23210495,17.80162712,0,11.82937786,9.706690752,7.495264294,13.72108818,8.099525167,6.551371648,25.56953611,0,12.53375762,5.010810725,4.488026401,9.708107327,12.32026404,10.33715741,16.37697275
MGG_00070,0,2.827572085,2.787251687,1.578227496,22.77572067,10.88709663,10.0727296,58.01266961,0,0,1.668383982,0,3.351378944,11.2167087,19.21789257,32.30241603,0,1.615724735,2.583771307,10.79961459,12.3955183,21.17604414,17.97651384,15.20030157
MGG_00071,0,0,0,0,4.012699328,25.07261448,25.40640765,27.05847323,0,1.872984828,0,0,0,0.732814182,4.149202044,1.012127471,0,0,3.966891824,0,0,2.167453858,11.55329358,13.48370756
MGG_00072,0,0,543.0958508,53.55642691,0,0,0.787588625,0,592.2632069,2.670842413,252.0318305,321.5340064,0,0,0,0.721637713,0,1.768673501,229.0969912,199.2840404,0,0,0,0
MGG_00073,277.5057751,31.65909895,6.668301053,33.41580191,21.1704286,27.95000852,23.75402656,17.91987365,0,16.63611218,31.13362041,26.62959268,20.31210281,16.95754758,23.27607828,23.18436858,0,27.83164535,39.8706024,16.60969823,19.16194707,22.96685343,12.00210096,14.06138018
MGG_00074,0,8.680870909,10.69635511,6.056604723,2.149280891,9.641611001,6.902696425,4.227140125,0,2.340817755,0,0,1.429027719,0.457928015,1.152352671,3.794808029,0,6.200504102,4.957739472,5.920656187,0,0,0.802170428,0.64814074
MGG_00075,0,32.77651014,67.0566769,54.36549151,36.33920811,95.70357815,89.69477623,21.68216693,0,53.36310898,49.2609673,47.33628887,26.87621599,7.046517052,16.58289402,36.04558599,0,53.00682456,29.6678811,57.36305776,30.23865681,31.90561857,22.17287027,19.57756704
MGG_00076,0,70.28055521,37.96075281,42.98908787,34.32453757,33.86109371,39.80807191,11.25140899,460.5460959,68.53628429,36.92393744,56.58484335,14.58067084,9.750962081,12.65230443,21.32363154,0,83.89495694,34.08979708,42.02414071,25.97227326,16.022525,8.896428102,14.37634021
MGG_00077,0,118.4558695,29.48654583,15.02656894,6.319896835,3.986841337,4.566864263,3.107445101,0,170.3568565,22.94494799,13.08370417,4.333326633,2.272258865,3.017846223,2.789630168,0,220.4980725,13.66695577,21.21784549,7.061014315,5.476116999,3.095870396,0.714689497
MGG_00078,0,23.2846277,2.18596146,1.856637757,1.317713879,2.955612896,5.924814432,0.863879827,0,31.57317281,1.962698473,3.63731224,2.190325224,0,1.413003871,0.775526244,0,20.90824746,3.039566462,9.074815287,0.56085283,4.428736888,1.475420609,2.781604008
MGG_00079,0,0.566295874,0.930367752,0,10.84276404,7.966949179,10.80712351,1.470704671,0,0,0,0,0,0,8.569793626,10.56230308,0,0,0,1.544934007,3.341866517,22.61899337,6.279542342,34.83987848
MGG_00079,0,0.63437995,1.042223111,0,12.14635745,8.924791883,12.10643197,1.647523138,0,0,0,0,0,0,9.600114532,11.83217749,0,0,0,1.730676847,3.743649231,25.33840795,7.034513119,39.02857388
MGG_00080,0,14.77283723,5.393400238,29.77561113,85.61445691,42.53872766,75.1794878,8.525767266,0,7.081833154,4.842545765,8.974303096,29.1825013,29.09340789,176.9292136,164.5565219,0,4.689700366,11.24923663,17.91215877,107.9353409,752.5955405,136.5108787,372.5641043
MGG_00081,0,232.3329151,1803.134202,648.3905339,1434.077353,226.6862001,468.013688,1758.294745,2315.422695,284.5314668,4026.900911,5815.374905,2622.253909,10076.89031,3630.279531,1592.570621,0,383.7568885,7599.143525,5721.035087,2498.307891,3778.998468,3998.622199,1568.430417
MGG_00082,0,16.50239386,7.662027738,14.0166128,7.579450245,17.5318643,21.90815538,3.260913173,0,16.25184617,6.350277405,5.884230831,3.779605265,2.725119327,3.524057217,8.782206733,0,17.42455639,6.556310268,8.808422986,5.443889273,5.074890505,6.895341835,7.285578517
MGG_00083,0,1.352506427,57.77286922,49.06915894,233.9587221,65.0950167,36.13550188,26.34405809,0,0,63.84275956,18.48666947,170.1022472,48.51568478,15.79952843,6.306589654,0,0,40.16641622,33.20843297,218.9214057,22.50909177,7.998759912,12.11787885
MGG_00084,0,0.740173596,243.2063081,77.46237,35.18557855,9.317031381,18.8338472,10.57251603,0,4.79015024,251.1214205,153.7788168,21.93226317,7.809037338,10.41505502,12.94255718,0,4.229482931,272.2324294,105.0034256,18.09586085,7.391004608,9.028401605,2.652655478
MGG_00085,0,37.25540432,25.9919801,33.47034642,108.8347427,60.83973943,72.72101001,34.46052132,0,41.83543695,15.05631705,11.16106769,43.68648666,7.968783855,24.38883393,50.56856056,0,40.82706354,10.49274998,15.3153047,42.16384015,22.50769021,16.03425136,30.17849828
MGG_00086,0,236.8028206,15.98808751,4.526473055,1.606289742,27.02163242,230.0828992,6.318403379,0,671.7838141,23.9252426,15.51855908,4.27200107,0,1.076529994,4.726822226,0,282.6750924,11.11567049,26.54922214,4.78574684,2.699309291,0.899266915,13.56307179
MGG_00087,0,45.23228522,99.8950108,70.3596282,64.13404054,40.62987282,49.05660586,55.84686091,0,47.98817581,72.19131705,75.00146613,110.836269,101.3882454,49.61024204,65.69427618,0,46.60849374,42.34860391,50.5737595,83.14152713,26.53235435,28.23054487,31.00364419
MGG_00088,0,3.93207359,9.690008263,12.80248722,1.730728677,3.881999028,7.503922756,0.850986098,0,0,29.00106699,30.45570398,0,0.276563135,0.347978565,2.291853676,0,0,17.96519879,16.09086651,2.762409461,1.090659084,0.484466469,2.348646455
MGG_00095,0,1.527714623,1.254941528,1.065879644,1.008650823,2.827986244,3.887296701,0,0,0.823903857,0,1.044074716,1.760425418,0.322356285,0.811193275,0.445222895,0,0,0.872494381,2.083909121,2.575845989,0.953437298,0.282342061,1.596894752
MGG_00096,0,10.47436288,10.75520974,9.134895035,28.95883239,14.54199316,14.99186272,5.950558809,0,4.236655777,11.58807277,7.158416421,11.20774722,10.2219384,6.604551638,21.36785408,0,16.83347719,8.973033262,10.71582022,12.69355095,8.171231798,5.807406358,6.25638729
MGG_00097,0,3.223461831,4.23666154,64.77105229,30.22104574,1.432085116,2.460646581,12.55728831,0,4.172228395,15.2158019,47.58451272,129.0516191,346.0696721,86.77859166,7.515325112,0,0,35.34631666,21.10572667,125.0051845,198.4919464,146.7900374,284.5725304
MGG_00099,0,2.569338229,2.110583479,210.6323525,94.57247658,3.804926947,10.62380519,47.54317945,0,2.771312974,11.37011529,114.1363496,386.1618898,780.4172397,325.2101494,50.1685253,0,0,52.82556886,82.36177185,506.3147272,430.8091987,235.999462,1289.129582
MGG_00100,0,35.04071009,67.43726706,32.13132379,40.32118626,22.98061232,7.642431645,11.70036587,0,62.63212457,56.11911138,43.78992195,17.1401867,6.337529813,8.505638934,10.50370724,0,48.62699899,54.89041194,49.16362471,23.63254791,14.16258124,14.43220876,8.969993381
MGG_00101,0,37.99222319,34.95376693,34.98924505,37.62569915,30.94442674,35.76859541,31.57379324,0,21.30896459,38.10885984,35.31205232,40.02690743,24.04971141,26.83048079,28.34457352,0,45.5898004,27.77314622,41.45923029,50.60570232,28.45285535,14.8855167,19.96978502
MGG_00102,0,12.59337611,22.41380201,16.10829378,15.58985435,11.26740691,4.673093073,9.539180063,0,12.45139209,26.31674572,17.21319595,16.93028849,11.73628654,12.25930119,9.175240069,0,29.98365834,22.77534307,20.04128221,10.61670709,19.6486214,9.50364824,12.22338663
MGG_00103,0,135.610656,142.7487699,159.7689522,145.2931864,109.4318603,87.81561152,35.85158342,0,98.09788963,100.6187613,115.4330109,74.858777,48.66195943,79.33727412,58.69002307,0,97.44292874,81.62259847,97.47574381,131.4396022,67.57187722,42.92168117,62.56955489
MGG_00104,849.0555482,181.3096343,120.3736111,240.867805,206.6175363,108.5038334,101.116833,20.96348381,0,104.4784991,186.8488946,200.2946607,225.6911111,41.9258538,61.98376979,56.45831056,0,124.1823183,153.1941497,145.6810347,227.1827863,79.56963942,69.31198148,110.5223993
MGG_00105,0,15.40453174,8.737324476,10.74767274,10.17061262,7.196811593,9.099327176,8.334687831,0,14.63744348,13.52575618,11.53045342,10.50571981,1.780003899,3.602906945,6.840918849,0,25.67373107,10.47344649,8.505202776,12.9866209,5.035838499,3.050317667,4.819676635
MGG_00106,271.2374936,66.64858391,22.16010495,44.28611262,49.24227459,44.94362766,39.87348493,14.93935066,379.5529941,41.93455285,38.62316995,37.95762434,45.45359512,4.018063433,16.64143765,21.73575587,0,87.27624692,25.37581914,30.30443641,55.18400934,15.18546569,10.70453597,28.67233251
MGG_00109,1079.723819,97.91208379,103.780521,92.5528556,58.9103582,96.47029376,159.7302573,32.81078835,0,78.35500305,179.3732446,214.7766299,42.11501633,73.14304479,42.03210068,65.35340232,0,100.3918163,182.1865771,161.5631855,98.85274273,63.73455841,49.03286061,27.82675917
MGG_00110,0,14.60128673,15.59249944,17.31832891,53.02155135,94.60067405,221.0617223,2.844031925,0,6.29963543,30.15376181,11.97461939,20.19053237,4.621429104,22.09622561,164.2531427,0,16.68686733,13.34232499,17.92545461,47.39139804,46.77787591,21.31825074,30.96103654
MGG_00111,0,19.68413434,5.454783458,9.265997696,12.68299609,20.19440756,20.21568628,6.775057533,0,8.185637396,9.79531923,8.428123963,9.838210797,11.50959311,8.814919979,16.03472317,0,9.486149312,8.668393244,12.29301367,14.59515628,13.81417351,9.55494226,8.49934558
MGG_00112,0,2.670734995,38.02718184,1.24223989,16.45758797,36.91412834,113.262202,12.71611088,0,3.840907337,15.7584364,21.90288819,7.034417402,30.43115691,29.5441613,19.71779687,0,5.087017486,26.43828555,29.14454798,24.01635985,108.8968997,42.77758231,22.8651475
MGG_00116,0,4.123292373,6.774158935,8.630407819,3.176066097,2.544239162,1.748631649,3.569479979,0,4.447422889,4.05485386,0,1.357536394,0.290012544,1.094702831,1.602205141,0,1.963435201,6.279618583,7.499277206,2.317397496,0.571849201,1.016052649,0.820954118
MGG_00117,0,43.01867128,28.27015793,51.1816561,33.48497826,30.17664438,42.05636233,15.28828653,0,29.30548637,42.74995834,39.61254081,26.83571943,13.95019086,18.51425403,22.17062429,0,40.10687027,26.89596489,34.59058875,33.21240317,10.17386076,8.034113547,10.81905647
MGG_00118,0,70.0683661,25.06201366,60.61190165,48.48078589,41.16102755,44.07912415,14.43687625,0,51.87163533,49.58135448,32.51321124,31.49646215,6.874120666,7.96274484,16.27577601,0,73.8714106,20.67288736,39.50092469,27.46445,8.821149751,6.40310824,7.567366866
MGG_00119,2367.788712,1570.551418,889.0089741,705.5432676,857.4419891,757.1114646,419.6771372,362.0118834,1656.668632,1703.350439,1060.023037,733.7124774,526.2037318,538.5626885,644.5327599,519.7773499,2522.625724,2040.762745,462.8189452,573.9680073,489.761969,608.7797865,385.9450945,408.0260482
MGG_00120,3517.008338,1.714683881,2698.738629,2076.82412,575.1040012,165.0526365,250.8749877,77.92991244,1640.49474,3.698949116,3202.138452,2671.826514,536.3089209,25.32654871,61.45680014,103.939986,0,0,2585.284814,2282.813451,309.3467091,39.95128339,59.5765376,38.91917909
MGG_00123,0,14.91507521,23.1912705,14.12267438,12.30932029,9.466157075,13.8930224,4.4960678,0,18.38576441,18.07247311,24.02706343,9.470404451,2.360372889,5.869047489,8.693420703,0,19.78492741,12.77724169,12.35244355,10.10409908,5.319089538,3.347184708,7.477067273
MGG_00124,0,47.8616718,31.35630411,36.87556625,43.23184146,35.22170076,38.85161334,52.61764725,0,37.37201922,45.04596906,33.71311521,47.95007458,19.20683743,41.39490513,42.44408642,0,49.49666799,26.83123392,41.65528779,60.40011256,33.96281651,25.28829342,41.56661084
MGG_00125,0,65.87322616,52.59442976,50.68425837,42.27241961,39.65878977,44.64527169,22.3838747,0,35.85776462,54.48773327,45.43999287,48.24024042,17.92660912,16.83505313,16.5062431,0,70.35724735,60.47473945,63.82271695,49.82462637,26.63895218,15.01870312,34.56599152
MGG_00126,0,0.293139805,5.297594726,0.409044656,7.16102402,4.775210535,3.729496924,121.8082915,0,0.632366837,2.594468367,2.40406045,2.509316794,222.551159,209.5864775,118.918462,0,0.837526365,14.73254817,4.798357268,5.189693998,223.4389629,232.7407411,98.92800521
MGG_00127,0,20.198131,59.38103349,8.158610534,55.79860277,36.20849417,38.54587444,58.66763651,0,34.3987875,25.08995609,50.85632418,18.89986466,78.73332758,116.1393882,49.56930389,0,24.29804115,60.71248187,33.35200596,30.47082146,138.4396728,181.7325255,127.9465688
MGG_00128,0,28.03389148,27.36713944,19.27565492,23.87387499,17.44846952,10.85498057,30.59950277,0,15.77615244,38.35629111,57.75465251,19.52965195,34.80600974,45.19604482,41.20489339,0,37.14565048,70.53883518,82.02241508,21.92107928,65.92612463,58.26789968,74.98748465
MGG_00129,0,32.79405908,40.12144927,35.05062336,50.21372345,29.96541928,28.40682878,12.68461912,0,25.58824675,45.28687237,41.96327083,56.05243628,17.66739299,14.26396132,13.82743047,0,11.96113135,33.47318254,36.16741366,49.41107066,10.45101474,11.86365447,12.50301007
MGG_00130,0,13.00982373,32.06076808,13.20275738,24.20689201,11.82245158,9.028288658,7.678931797,0,24.23799125,17.44620865,29.09849792,11.68173453,4.741614417,5.966016342,5.51485329,0,27.03288561,24.3165317,37.1059114,16.45168301,4.920818765,5.901682435,9.890147584
MGG_00133,0,8.088344358,2.847502428,7.25554492,3.432991423,9.411293696,11.02550054,2.250634286,0,8.724166172,5.113346021,3.158718524,7.228073239,2.925746846,2.607549906,8.755283122,0,11.55455781,6.599058767,4.728456387,4.87056405,7.211265657,2.135477197,3.450862115
MGG_00134,0,16.55712542,30.85566986,38.96588171,37.36321421,34.76632496,34.89864565,19.57456184,0,14.92665376,37.18199109,64.85309445,29.12731905,12.30597548,13.18737341,16.99641757,0,36.00841493,38.38834974,42.47341889,33.54159212,16.45086587,14.52347699,15.94152633
MGG_00135,0,75.94308984,153.5593073,98.55979579,112.903319,92.80241477,86.4843755,45.51433899,508.0927554,64.15559607,106.5401904,92.91408061,124.4914627,40.11706561,65.84475963,63.76534228,0,72.83114797,94.62964754,73.89055647,166.1015927,71.59057962,40.82995502,70.10363035
MGG_00136,0,36.79087309,34.25145398,35.93635815,45.74734549,27.69578808,20.28325499,16.72092186,0,35.71469124,50.65230413,48.61118143,39.16498138,23.28923674,26.04719354,34.31036406,0,40.2939991,26.61477746,31.78403136,35.15162595,14.79706155,15.18542627,20.14408489
MGG_00137,0,12.27382705,9.602226713,14.27232352,10.22598591,11.25198387,12.26930909,16.31741064,0,8.195365988,19.82945945,20.770808,8.8516837,13.31920694,11.87064317,22.48380911,0,11.68913669,14.6870233,16.74235473,11.8255026,14.83368944,20.41530413,12.21869315
MGG_00138,0,67.04530167,64.52501146,63.10771049,55.52852241,48.46861807,65.61459545,42.24230187,0,31.66486644,57.34955538,45.54914921,45.45359512,19.58805923,20.22250651,46.70875198,0,52.1390566,31.71977392,44.37435332,50.8361783,23.76855499,11.43772336,14.45464697
MGG_00139,0,115.6411344,80.37906161,106.542013,104.9817126,110.6006919,110.8156429,56.31131767,0,90.35048427,83.10433377,82.07144928,78.34298736,51.61733658,57.76276329,72.58757305,0,128.1347164,46.56942044,82.91596077,96.55258162,36.70230579,37.53804522,34.09372703
MGG_00140,0,17.94785901,17.34502696,26.51747461,11.15275912,14.85293832,21.49112594,18.50757744,0,35.30122027,4.672048232,20.2027785,10.08019832,19.38103149,10.65122196,23.99902424,0,31.67208976,9.647262898,5.760501039,10.68052586,9.224475158,13.26801598,10.40503826
MGG_00141,164.6229911,45.26684849,20.17454913,30.91050969,75.67073891,29.23891865,52.68977159,150.7028715,460.7264899,30.6456413,39.06946196,50.68301826,26.00181145,243.0566389,167.8045871,282.929471,0,60.53809842,35.75330233,34.81487303,37.34976684,107.3929664,172.3023118,87.87384507
MGG_00142,0,158.5034536,45.19990049,77.92669577,44.19138784,33.44561287,40.74942511,19.72900703,0,124.0148672,60.57225748,41.53387804,44.88454831,6.41175695,9.92075964,26.32748411,0,159.5563253,30.01800306,49.29134139,46.04163393,16.40141437,13.96376699,33.11167897
MGG_00143,0,143.5755435,57.73294701,71.451366,83.52444301,143.4817909,153.9242113,121.9012393,0,111.5439327,85.90031568,72.73436301,57.18707516,22.24475552,44.6489606,127.5751755,0,107.5720368,51.60684912,45.19547043,67.714563,38.43181558,36.18365119,52.47452233
MGG_00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00145,0,7.833129609,3.064060056,3.12293681,3.694076531,1.657151891,3.321922655,0.968719612,0,4.827936619,4.40178007,3.059050221,2.210527253,0.787063775,0.396121231,2.174108766,0,7.459981498,1.704222944,5.088063911,1.886752482,0.931163429,0.551492169,0.891193517
MGG_00146,0,28.33127775,25.72249616,47.85599226,43.31754637,20.97786133,14.22817777,25.17143598,0,16.08336274,21.99555353,34.64821144,57.43885489,15.41709496,26.12814677,25.20436778,0,29.82183022,28.95422073,30.5098702,65.99629056,16.13037826,13.77894322,24.93828603
MGG_00148,0,0,3.420539186,2.905221486,7.56039733,3.083247323,0,0,0,0,0,5.691577493,4.798314495,2.196581036,0.27637925,0,0,0,2.378119738,0,3.510435326,1.732494871,1.923918491,0
MGG_00149,0,190.7034063,92.719395,107.0599831,117.8723333,125.3648084,123.4238571,39.75557858,705.8114184,202.9094994,96.8523682,116.9701995,85.739305,77.20998818,57.58340526,81.26900758,0,224.4766658,90.16377347,95.60003431,102.9303768,75.20082934,52.08283442,67.86012154
MGG_00150,0,176.5174194,133.2984982,86.42485076,251.0785966,234.3466008,571.2894117,510.7031232,0,175.0283091,155.3152021,231.9597389,215.7425104,635.4063796,416.1855194,483.0188422,0,219.4260006,290.0527351,383.5615832,387.430919,835.9536497,598.8854893,559.3588457
MGG_00151,0,14.6773516,23.23657578,16.01214052,20.26196032,26.28038348,25.12419682,7.970121157,0,8.059485832,20.46966274,15.31981912,27.23667276,2.590220564,5.809663407,9.643661268,0,5.337117217,9.144430468,17.47281127,21.59752092,4.66329556,6.312891478,5.897700879
