X,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24
MGG_06952,0,311.001636,443.0848838,533.9851636,583.9191243,394.8955839,268.9350551,206.6550786,0,403.5875133,376.3260985,551.2900203,1211.916469,310.1715678,368.6557816,216.6752888,0,256.8491428,333.0307602,424.2278868,1322.198354,328.5448833,326.0038058,482.5478258
MGG_06953,0,8.719349947,8.185728021,6.952515857,1261.566184,501.7414914,179.077066,64.69908493,0,10.74831415,18.37419847,17.02571687,445.3723425,111.9668793,220.2482203,111.8077836,0,10.6765519,17.07330949,6.796457407,851.6371228,379.3637173,231.1283007,249.9892623
MGG_06954,256.3479697,101.6087468,58.51896827,68.53762143,137.1419059,194.8919786,217.9984787,37.00219395,0,125.3683166,70.79361811,51.24849816,55.54969369,19.9368367,40.11612361,85.66691362,0,139.2607882,27.408936,68.53353642,73.01657301,29.9517137,21.89687969,24.85883619
MGG_06955,0,5.747230273,11.01581513,6.683028,25.29682118,60.64130114,85.30624908,6.219127077,0,8.265357277,4.238878198,2.618524744,7.568781015,16.57353336,14.49553717,13.39935332,0,9.578534873,0,5.22641485,9.690278425,23.51353917,22.30546279,24.02993786
MGG_06956,0,23.64285274,19.42142682,4.713003538,178.3981867,23.75858059,10.7427954,245.6076801,0,3.643058401,64.7690496,55.39906334,76.72877746,755.4428395,455.0823523,265.7668782,0,9.649960368,177.4639188,110.573134,155.1836638,632.3725268,403.8680182,177.5335833
MGG_06957,0,39.39300948,54.18317586,28.12349652,60.48522725,39.34356839,23.31074531,26.17131017,0,35.57275506,54.05464646,57.60071514,20.51006177,66.49715336,55.21138894,40.58163558,0,52.34851824,77.43420135,87.47526867,60.24111053,80.80629765,58.92007546,45.96486623
MGG_06958,674.0697616,646.2632546,1361.399969,955.4433587,892.7527383,585.8370806,629.6742638,2353.067325,0,813.5092562,1102.372341,1034.945132,1486.652946,870.823014,1290.172249,1625.679631,0,676.0389236,879.5047715,898.3586831,1309.076381,1612.905487,850.0055489,1443.070284
MGG_06959,0,25.94436938,26.12439714,32.69906879,26.52291626,23.54832766,27.68408867,5.433798232,0,16.24868526,59.25772816,38.89373769,54.00635253,1.765937511,5.554865454,5.853665754,0,54.99623431,13.38319665,27.39865266,30.33874015,4.874926854,4.330846606,9.497975292
MGG_06960,0,16.43498713,6.000232868,15.28882247,13.86510972,12.8453373,6.389031233,6.520961428,0,15.757276,22.89644828,11.23204181,18.03663281,1.348617559,4.363364347,7.45058113,0,27.39112405,4.171644131,7.472822273,13.85533497,2.279327637,2.19368144,7.089836581
MGG_06961,0,54.04872549,79.32503052,42.23469993,58.52318008,34.68427326,44.00893815,55.21133957,0,76.17536887,104.1771818,84.71142433,74.97537165,37.40702826,56.25014353,88.20815497,0,72.06359618,88.89930141,74.70924135,69.86661397,55.76937548,47.68047421,59.40175687
MGG_06962,849.4845808,1195.881536,851.2061023,747.2408762,728.4487455,734.6109393,832.2642817,570.3335492,0,1428.594334,1030.020985,823.660994,692.9600199,405.575435,566.5474362,644.5293198,0,1453.667299,862.8621132,864.3589603,692.8910195,537.6249368,448.2296497,550.2937587
MGG_06964,0,504.3623041,362.5942664,300.8998939,378.8625177,432.9285743,265.1415485,171.9542881,0,387.1290971,520.8971711,269.0283727,198.6933093,93.44480686,158.8793528,286.8032075,0,483.7816506,196.7148734,230.9735447,225.7143797,107.7833088,90.4044656,171.5917321
MGG_06965,0,38.58513567,84.52204951,27.976389,25.97477599,22.68819401,15.40087148,36.34993665,0,15.50485656,82.58552048,70.31987774,21.67087558,21.55150138,31.63606973,24.69466459,2204.386786,17.29272898,90.73807328,97.0094962,22.32366834,40.60674785,31.0410337,32.53706399
MGG_06966,0,100.264059,4.482282139,29.98019338,3.3774414,2.020147067,9.111559281,0.885686502,326.2787043,66.94738779,7.042848112,22.37476733,1.571930491,0.4317607,1.539213925,1.987756586,0,149.0778343,12.46517353,15.8166101,2.30004112,2.554048264,0.504221412,0.203701375
MGG_06968,0,33.54780389,38.09467668,30.29031487,51.79059719,46.02785926,40.7984814,8.968819778,0,26.6066063,32.02065374,44.50598909,41.25686747,6.037777199,11.26433984,16.10306178,0,22.55271637,23.66763549,16.15113193,37.01628678,6.568463699,8.388346382,12.6712555
MGG_06969,0,21.84903411,16.56728686,16.41658648,25.52203724,23.02266888,16.57166142,3.819258183,0,16.31532375,24.79198071,20.67524852,26.83724801,0.709271963,4.68522336,6.857284683,0,31.212312,11.51835712,10.31663212,27.62938152,5.943831087,4.037993245,8.282069077
MGG_06971,0,121.9291713,66.13807917,77.99715536,72.08841687,74.41321175,77.74696422,27.82975126,0,70.5989532,75.1900769,57.7959918,50.7276226,20.53329801,25.75861119,38.4880247,0,129.0844169,45.65149573,48.19720979,51.02928392,19.52087065,15.62937902,20.41284524
MGG_06972,0,33.14988497,89.98063164,32.17881899,57.09578544,37.35229428,27.50558634,41.17455833,0,21.76439111,38.26916882,35.46059623,35.11504748,74.81405652,40.94398203,77.2871453,0,20.58959891,36.21823391,23.59239201,30.37678868,40.77760788,42.08667556,23.24416573
MGG_06973,0,119.6234404,393.0588103,284.9026244,36.80201005,34.78077326,40.63764723,40.66352319,0,120.2450535,430.51786,494.8004642,17.73326578,7.664870495,10.47551978,31.39399768,0,171.782076,336.2259101,464.7488898,12.14390662,6.253926976,9.028401605,12.71914293
MGG_06975,0,0,0,0,0.250760503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_06976,0,0,0,0,0.592490328,0.664473556,0,0,0,0,0,0,0.590908177,0,0,0,0,0,0,0,0.756537248,0,0,0
MGG_06979,254.9484358,183.0904811,166.6343105,114.9932838,111.0348799,135.8452399,133.3110203,89.5793859,0,273.5000957,169.4171319,149.8479972,110.4928393,84.34764581,89.39724488,98.23991044,0,200.2930203,125.2223941,136.318754,93.3659208,109.8439582,78.42596679,96.44243778
MGG_06980,0,12.8109935,4.911010324,7.746416374,0.845826762,6.64011956,11.40922932,0.554515429,0,15.66046918,11.33852067,1.167376349,1.124757489,0.540638181,1.020366463,3.484615315,0,8.540499833,4.877664833,1.165005811,2.880044543,4.974829835,2.683328346,1.530413598
MGG_06981,0,38.63464012,25.21524894,17.72397714,11.53098913,32.32979926,37.36994449,10.30854447,0,38.24662432,39.03429593,20.25495959,4.530380816,8.48714281,14.40223812,12.33897976,0,57.45942824,22.36691739,40.42765753,9.146512532,22.6803566,19.85561733,24.49918984
MGG_06981,0,38.63464012,25.21524894,17.72397714,11.53098913,32.32979926,37.36994449,10.30854447,0,38.24662432,39.03429593,20.25495959,4.530380816,8.48714281,14.40223812,12.33897976,0,57.45942824,22.36691739,40.42765753,9.146512532,22.6803566,19.85561733,24.49918984
MGG_06981,0,38.63464012,25.21524894,17.72397714,11.53098913,32.32979926,37.36994449,10.30854447,0,38.24662432,39.03429593,20.25495959,4.530380816,8.48714281,14.40223812,12.33897976,0,57.45942824,22.36691739,40.42765753,9.146512532,22.6803566,19.85561733,24.49918984
MGG_06984,0,17.83532634,11.42268329,35.43270129,20.35765883,14.1014784,15.7684267,7.45821207,0,11.08593331,16.94474275,23.13856461,22.49286818,4.209852605,5.778480544,6.343030484,0,24.18303321,13.12088242,19.79278129,26.50391618,2.767007729,3.128602736,7.583581323
MGG_06985,0,14.18781043,7.172049318,7.614439803,9.727570902,10.9093994,9.025283236,3.542942567,0,8.240135647,6.439532672,7.458669573,5.749093317,3.914847533,3.042379838,3.816704391,0,10.91349268,1.246586512,5.954818873,7.820573683,2.724469297,4.840794114,5.540984815
MGG_06986,0,5.578801327,3.437030725,2.91922851,1.381245178,8.261633779,12.42093825,0.905530301,0,0,4.114653179,5.719018451,2.295927971,0.588579059,1.666270588,2.438750707,0,0,4.779170864,1.902468367,5.291040425,1.740847795,0.773277733,4.165306059
MGG_06988,0,1.519688928,0,2.120560306,0,5.626259407,1.93343759,0,0,3.278302245,0,0,0,0,0.403465877,0,0,0,0,0,1.281157021,0,0,1.815435002
MGG_06991,0,0,0.952300042,1.617664581,0,1.716791649,0.737459222,0,0,3.751268057,0,0,0,0,0.153891511,0.675706034,0,1.656098809,0,0,0,0,0,0
MGG_06992,0,9.608036542,3.288551594,7.262107698,13.74438651,11.56067148,6.621283989,10.39693859,0,15.54498121,9.448562104,2.188783139,7.908279414,8.954125483,10.41601486,7.46687072,0,16.01308956,5.487253815,15.29036933,10.79993258,5.663187808,8.138594956,9.564877345
MGG_06993,608.6640063,144.2196897,163.8093987,152.7955064,136.9506428,80.42006531,86.07927354,293.6265603,0,170.9203765,165.4635822,189.8250309,148.8951684,164.9293566,253.1343741,227.2735534,0,162.7845595,231.8434271,143.2940276,211.6441712,217.0530042,219.1528448,229.1832226
MGG_06994,0,641.3469866,620.8488901,689.0256647,594.0513391,436.5101079,438.658275,211.2398607,0,527.9448569,874.9130635,722.1555498,609.5280121,112.3934444,189.5741586,251.7281907,0,656.039109,582.101892,642.1398804,564.9534917,126.3823564,103.7631871,117.8045126
MGG_06995,0,38.4196357,60.8653644,25.84787878,40.76677314,25.39979833,41.02404993,11.58138893,0,38.47980436,48.5767872,39.3852716,62.79388626,13.31824346,13.84302229,23.99284317,0,43.12326039,57.98922891,56.15041959,64.20012239,13.13051288,13.44015961,28.68529133
MGG_06996,0,73.05601356,109.7360076,42.23299265,63.39344734,60.27643822,53.11208862,13.55220646,0,51.7821476,43.10605678,94.15019084,40.54593206,4.404350091,19.11873403,21.89907044,0,68.58189151,59.60440176,85.41727666,62.46891182,23.44824446,15.43054491,28.05216945
MGG_06999,0,30.54076749,49.10787838,31.73555236,29.1735724,23.57616799,23.97483049,10.96926478,0,22.42830035,28.75581483,28.42178866,27.38415908,12.06587071,8.453377807,22.7247225,0,14.85237029,16.32883379,23.04580999,23.55581886,22.16943291,17.05311727,16.30149326
MGG_07000,233.4902758,111.3315666,52.73996349,60.52020209,110.2575127,97.60747389,76.90409132,29.26824854,0,85.45805441,113.8495961,80.2876055,130.8763128,9.51192808,23.93628557,33.44069164,0,160.0177873,26.52528333,45.65237077,127.829577,25.86013281,22.72147737,85.87738774
MGG_07002,0,5.785545141,0,0,0,3.212925078,1.840177659,0,0,3.120172372,12.80141216,7.907944728,0,0,0,0,0,0,0,0,0,0,0,0
MGG_07003,0,101.3463992,62.24005046,40.40510197,38.87294738,85.04739853,87.80121469,28.82696618,0,88.49164038,64.78176188,51.45208395,31.4602065,15.88574303,26.65044552,41.9122085,0,115.8222525,60.08498053,91.50406094,33.56530813,41.56406512,30.41422487,30.41147589
MGG_07005,0,39.38371626,184.4050478,9.159280767,367.5021696,18.46903008,10.85636045,180.6980156,1255.9901,38.2316903,307.9036934,244.0358811,91.19798546,3129.615011,1300.736073,82.63888407,1912.508557,54.38600195,2429.186463,1283.958938,221.3467229,3988.920517,2424.271243,1536.122621
MGG_07006,0,69.92429018,101.7912075,53.10866189,70.12628507,47.84305281,68.692017,51.72083976,0,47.73481851,78.33837533,87.10695057,105.4913612,32.12353485,30.54896057,45.39927282,0,37.93288957,88.9680447,62.78282576,91.03501486,29.46114388,28.1360267,42.8234846
MGG_07007,0,146.1263401,131.5773922,115.6759588,166.9807028,100.3962589,146.5832946,73.89282489,0,113.6634221,97.4126506,126.7530569,103.6216579,58.10923336,72.55492274,70.43019137,0,122.4386971,59.38097041,103.4964534,132.0741112,92.36573654,71.92970551,104.4865835
MGG_07008,294.7282583,71.55859216,90.6514845,100.4537374,86.80648094,44.68654561,52.10180433,61.57415542,0,52.07580817,109.3715789,98.98794768,138.2356335,70.22065993,62.2593683,42.21125172,0,89.90839653,76.8119334,75.26623798,143.5484333,35.87090537,34.25748692,50.20931779
MGG_07009,0,10.22973659,19.86215511,11.67912223,10.43804822,6.885996763,8.28219143,7.245612347,0,22.06778493,2.743620861,7.626799946,11.02253831,14.12856873,11.11057128,6.504565047,0,2.657023883,14.87134333,15.2226251,6.272048592,12.38170313,21.99961501,18.88629166
MGG_07010,0,181.1946765,177.1347674,169.2548067,243.7112622,160.7767015,152.4142275,176.9512092,0,134.0609993,183.3413779,206.7287013,251.4418656,294.4895461,288.2372999,235.6617385,0,139.048759,193.2808852,175.66897,251.855028,252.3328134,149.1702351,173.9705269
MGG_07011,0,14.18781043,10.75807398,11.4216597,10.44813171,10.50534757,6.942525566,2.12576554,0,17.65743353,11.26918218,10.4421374,12.57614163,5.296558427,4.346256912,5.088939188,0,20.26791499,6.232932559,4.466114155,11.04080991,5.448938595,1.815297793,5.866925098
MGG_07012,0,169.5184472,104.093545,116.5157421,148.7676483,110.6064993,124.9185448,63.74902413,0,132.1547411,96.55672651,114.7056829,88.41438392,62.86195101,71.9648176,109.0776339,1222.569463,140.263656,88.1868484,105.3149349,101.5231674,82.75087318,50.25091242,71.93057081
MGG_07013,0,0.724898787,1.19093655,0,0.478603626,0,0,0,0,0,0,0,0.477325591,0,1.347185884,7.60527859,0,0,0,0,1.833353826,0,0.80382585,1.298956589
MGG_07014,0,10.35619542,5.347319442,6.606145031,13.87040535,9.640064012,5.270304245,33.81169507,0,1.914907232,10.47528311,9.706502554,6.819265246,6.368340428,21.36747514,16.5565054,0,8.453876231,4.73162837,8.879559334,11.47460346,11.32605492,12.35873378,10.60423766
MGG_07015,0,10.95891887,6.668301053,10.19465143,15.0068861,15.62796175,19.10649963,43.74557392,0,3.502339407,3.592340816,9.986097255,9.086993362,6.680246018,28.98733823,33.12052655,0,9.277215118,4.636116558,8.858505725,17.10888131,13.84766163,22.95401808,16.72819367
MGG_07016,0,177.3977723,265.347161,61.57693064,289.022992,195.3972023,218.9586841,119.1893695,0,133.2736943,632.7187559,156.8248192,140.6386914,5.959310159,38.19370764,140.9509206,0,148.7742634,90.72876777,300.9737733,100.4462053,34.51744178,42.73529843,41.6461832
MGG_07017,0,12.22758749,3.652492566,3.102230177,0,3.292328289,4.242724259,0,0,7.193887476,0,0,0,0,0.885363185,3.887448008,0,0,0,0,0.937121184,2.77496805,0.410876625,0
MGG_07018,0,41.80840272,57.95469342,40.10811087,34.5042189,33.85919981,14.95999903,16.96546143,0,39.45807782,134.9068408,89.29002416,53.33872537,12.68134552,14.56850537,19.79940753,0,44.79386492,47.75446395,46.33652762,38.55043682,11.95900152,16.41934603,33.55660861
MGG_07019,0,13.53775092,174.6344284,154.6218828,21.84868494,8.910232679,11.48234836,2.604322872,0,12.97950987,184.9034858,243.9788004,3.961880274,0.634786836,2.396113415,7.598386005,0,12.8928508,175.2486093,209.2862621,3.381585742,1.251678085,1.667971422,4.492313162
MGG_07020,0,5.696592994,12.76218443,3.613170362,1.367669334,1.917288905,1.97660195,2.01741776,0,4.468654619,0,2.831403968,2.387030084,1.748382277,0.549964438,0.60369524,0,4.438819175,1.183049457,2.825654364,0.436586365,0.861868763,0.574258063,0
MGG_07022,0,11.47976665,33.2297245,21.35835129,35.00935514,67.59666738,77.19909387,24.84470752,0,12.97181489,22.57845037,14.94387065,60.11288655,47.98450319,17.27081521,22.30370718,0,7.809216483,13.73684016,10.43946737,114.7521349,26.83826369,21.01408312,31.34591907
MGG_07023,0,13.94107263,8.588922987,6.079139928,8.053837346,3.87099407,13.3024891,1.131431552,0,0,10.28225876,9.527644251,9.753544611,0.735410972,1.387968366,1.015714032,0,4.978859779,3.980948846,4.754148448,7.34554238,1.450089612,0.966186139,2.081767422
MGG_07024,0,450.5670628,27.51809794,25.70962693,26.54098364,17.36321908,34.09593482,0,0,303.5154051,49.41507872,18.31540332,14.33797634,0.706856186,2.223459769,17.57295979,0,689.1176058,22.95825132,13.7086583,18.35685067,2.787570085,3.095569124,6.00280756
MGG_07025,948.362158,307.4726769,116.981411,116.1323775,84.8649366,184.1883713,178.2390959,65.44303924,884.7196155,280.2757319,140.49939,140.2998468,50.23497309,17.1708367,45.05085714,107.258867,0,340.822519,105.6246488,163.9814686,70.55229086,50.78640286,32.98416798,53.57752196
MGG_07026,0,89.86684331,57.41644152,56.6038902,62.62953602,55.91359463,50.02107291,216.371639,597.0734664,103.6625796,62.59912205,51.18086055,35.75144449,149.5922976,137.6861096,163.6872143,0,140.8600306,75.56022781,49.37436557,55.24258027,191.1056169,139.3276379,70.4522404
MGG_07027,109.5484156,85.24121963,26.06060348,43.59820033,69.29117634,76.8790622,89.49071985,57.00863785,0,63.5989781,37.34370852,33.28901534,43.89031517,48.95538734,55.72645657,50.80449885,0,86.52139626,30.01457992,38.46690372,60.78524872,57.99838736,47.6164937,41.05738871
MGG_07029,0,197.5258833,19.58282372,23.76084886,6.745527006,25.21686349,21.66414141,0,0,293.86665,35.16546737,23.27476807,15.69753302,0.718604489,0.452082956,7.940013844,0,194.6030789,31.11977187,37.16400809,11.48427734,7.084752224,1.258807611,5.085481012
MGG_07030,0,38.27681178,72.27081132,59.78856718,72.79756863,31.30312692,40.70281439,50.44544359,0,40.66953301,58.99039834,76.52553391,75.98881457,74.01559447,40.49713742,33.29861754,0,39.17381681,44.37315055,42.08150405,77.54155242,42.78505572,25.76226988,25.25158732
MGG_07031,0,210.8979844,287.4064111,160.02603,227.7926254,220.2060113,179.2900367,100.9612598,0,180.3040319,206.4417455,217.8591888,225.2644738,88.18100771,146.5592188,183.5367153,0,194.3723243,222.0205068,167.0397304,276.9344965,160.9364474,144.0523704,271.0975454
MGG_07033,232.5857755,101.7152945,107.3068762,104.4320208,108.2581802,64.2318309,77.90458821,126.7795039,0,95.40095382,61.22055159,71.60694279,151.4255343,194.0955893,177.4719568,83.674432,0,100.1096608,83.15325318,78.88610876,159.1679847,167.5812471,176.2894924,152.8019592
MGG_07034,0,53.13630972,80.45079177,45.06909485,61.22232688,30.85860244,53.02206813,67.64618307,0,60.68470842,43.03299567,71.20501079,37.7329925,43.96885091,93.49535271,75.30228383,0,32.74444179,88.06499848,82.43008489,75.53832082,47.68398488,61.23245597,67.21109617
MGG_07035,344.6350934,60.99255,46.37572357,55.56667885,64.56419821,47.7745317,46.81550788,37.96395875,0,40.23346499,46.10047975,55.11892594,63.39604048,20.20872565,34.92882999,41.13246204,0,74.88907333,34.54562621,49.5062986,66.71734182,41.10608679,34.28250789,34.6246403
MGG_07037,127.8037088,120.5688431,70.32700336,67.29627311,75.77786442,59.51670548,64.21176413,71.12054534,178.8406156,87.90754759,71.69206038,77.67268199,44.55754925,72.89055424,82.1344754,74.08828487,544.6447511,123.3704223,67.0433066,78.02492241,72.80563871,105.9280871,75.51946106,76.48247968
MGG_07038,0,116.997081,294.6239538,136.4932881,239.3346657,208.0548598,115.9082262,48.56594922,0,179.9818619,161.2658396,133.7010156,227.960575,43.70819313,75.36314559,95.0231376,0,126.0366119,124.8735464,109.88313,231.22186,73.4161594,47.85334548,66.44605393
MGG_07043,0,21.95407754,36.06836409,37.44219477,89.65334801,119.2097201,115.8630378,33.78729991,0,36.83536828,26.38739058,13.33681155,26.23522879,55.93233323,54.61652461,80.56855979,0,18.58510886,24.14766689,28.83774636,25.36301131,130.586228,70.0278337,104.4205314
MGG_07045,0,2.716218376,5.578095524,16.10829378,38.55686853,30.16831059,19.00652981,8.376842996,0,4.394608975,4.00670177,11.13795032,46.50240104,12.46573387,13.79171383,13.45701877,0,0.970059534,3.102523514,6.483944245,51.23602026,17.51681019,14.43231095,7.300846311
MGG_07047,0,55.65208909,36.73933407,36.52334201,37.75013305,39.70222631,41.38307757,48.50726298,0,49.33716132,41.23370665,35.42883464,18.90832884,23.16407755,34.54295035,58.35778881,0,54.45306285,34.83124528,35.35689091,28.7071327,25.16361065,25.0791007,23.37513281
MGG_07048,0,135.9698895,299.6301716,230.6312963,342.9616532,220.6492255,230.9971359,115.2404247,0,173.8824537,158.5340446,189.1884128,622.4376287,139.8442406,168.605985,111.0471406,0,120.9632118,141.3579571,151.0433892,636.2879071,144.309365,167.6273231,297.1416245
MGG_07049,0,13.95408513,6.03294023,6.14886483,30.54829165,14.68272213,18.68758674,6.675716514,0,11.09021841,10.83353279,16.06153648,17.89315143,5.268907702,8.579313823,10.27363798,0,16.78654994,5.033260593,12.02169079,16.71703274,14.66721464,9.22975186,5.702786712
MGG_07050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_07051,0,17.33114844,29.6597414,13.09951996,19.3094425,14.16958147,15.15917278,30.47554914,0,10.90456717,35.15218904,32.57237146,7.132548042,22.24655987,25.21122589,47.56196545,0,18.56873431,53.61420315,51.22193538,7.609809324,16.52484645,30.02838419,26.31127809
MGG_07052,0,38.10211805,66.77118642,55.82572165,45.70071318,30.56372427,35.54888659,19.79070149,607.5592608,27.39820781,46.83712265,83.32751676,30.1070158,40.7347784,25.12096086,34.05265235,0,30.8439849,52.22527831,93.55309578,66.38458043,31.70572999,38.96451698,32.62062882
MGG_07053,0,8.926149631,29.32955066,20.75911529,34.9672535,9.693723613,25.74111052,20.09085089,0,5.134843207,24.57838088,32.53510658,12.93076413,40.18063433,29.70180643,26.36038478,0,1.700186628,42.14198536,24.35177926,19.56523967,21.29266385,23.31535916,12.08503271
MGG_07054,0,5.279753618,91.69773055,28.41680906,3.983861348,4.467871274,1.919203693,2.938251387,0,9.762502514,55.62985855,92.78493431,3.973223081,3.50132322,2.202725666,7.913222386,0,2.154960475,93.04429951,98.7696215,2.54345038,5.021046484,5.575822668,2.703104754
MGG_07055,631.5289202,3.694750841,6.070107856,6.444527752,4.268957361,5.471547841,5.875849023,7.196618725,0,5.977790795,10.90027582,5.050152531,1.824667624,0.779612984,0.73569623,0,0,5.278115062,10.55056127,5.039897416,4.672228534,0.768623757,2.04851787,2.206892436
MGG_07056,0,65.78391844,86.46114389,65.2759396,52.11942269,60.61642239,70.67507536,20.88103344,0,81.99263903,51.75362822,131.8774374,64.49400902,9.253848527,15.91267498,39.19496727,0,75.18019064,93.50732879,55.83439265,76.40936249,20.67972623,11.88757437,22.7026515
MGG_07057,0,104.1439658,84.09910019,99.75462764,127.0302666,70.57825368,75.23195812,43.54996194,0,93.291586,91.1323311,86.85682293,175.5077884,31.28637834,33.27304592,40.12471461,0,123.5582865,42.34009162,65.01033504,168.8984342,32.31420081,18.59474817,51.13518696
MGG_07058,0,35.3058554,12.88977913,17.51661302,22.79216145,14.52343287,17.96727389,6.112762938,0,25.38749058,13.88793916,19.30305589,18.0817148,4.635388749,10.20663102,11.8897527,0,33.62398443,8.961580763,49.22985947,20.50423543,15.6687411,13.33998672,19.21383649
MGG_07059,0,10.40597895,10.00740738,9.56222105,12.40022078,8.64474061,8.395525652,5.602735064,0,8.212675009,23.96080448,18.03938671,12.36710797,6.533604229,8.557657834,6.80490658,0,9.426839897,16.23444746,15.23310034,8.986612976,6.5471067,5.816398007,6.670336944
MGG_07061,0,10.37857201,7.104566968,6.637659572,9.707421558,16.97060321,15.95511055,0.561537081,0,9.328689821,11.48209673,4.728633851,5.410249684,0.364989406,1.033287037,4.032845582,0,9.88416623,5.927314972,4.719031629,6.562155659,1.799223041,1.598415573,6.457469734
MGG_07062,0,80.37867321,2.250923168,0,0.603054792,1.014482287,2.905183897,0,0,112.3122967,1.347350215,0,0,0,0,0.532382057,0,123.9582576,1.043298444,0,0,0,0,0.272787317
MGG_07063,242.167961,60.56820702,27.35002428,31.63184397,33.20745274,46.68352677,44.16214318,7.818971089,0,64.9474082,34.48378095,32.92129108,17.49231207,5.231672551,8.369330618,18.99335492,0,67.80271779,16.99214855,42.51750969,25.6799823,6.778991382,6.677011501,14.38644631
MGG_07065,0,46.52073245,7.753659843,19.28622561,28.48892349,21.46648599,14.15327209,6.566149934,0,46.54164438,8.950809158,5.529273117,37.29186347,1.564890828,3.669470704,5.501621876,0,70.30950011,0.770101292,6.437719252,30.9771613,3.646695058,4.236524435,11.27590723
MGG_07066,0,15.9925638,9.85282141,6.136867045,13.72650764,3.848544402,6.104003941,3.634194941,0,24.14962681,12.97487303,9.836711735,13.95311959,4.555601919,2.229099765,2.796434144,0,17.13456378,2.740057962,1.09074853,14.1564726,1.996172139,2.364511467,4.298595853
MGG_07067,0,6.855548378,3.754327861,5.58026627,13.57882109,17.7666396,16.71722734,9.643981862,0,6.162050456,5.056319857,6.24698236,15.79965451,2.893117699,3.488517455,10.65555761,0,3.264484734,3.915277989,0,13.48548738,1.901558032,5.067987518,5.459802663
MGG_07068,0,26.54533744,14.95246186,13.75813247,18.52765869,16.28595582,14.47394519,15.75767966,0,11.45282271,31.32568469,8.293341171,7.99056585,9.282011586,8.859821925,14.14605798,0,43.33850184,3.465218274,14.48387545,9.590894786,11.99119445,9.811865615,9.966413374
MGG_07070,0,27.43816951,17.37953978,28.59990961,29.02868048,21.7852274,18.50568552,9.443909183,0,29.2385069,39.98648505,14.45926974,31.99865496,4.74329201,6.758026309,11.56095051,0,29.27941726,9.817497269,12.62616946,33.72174768,5.501684437,5.742992399,11.64997688
MGG_07074,319.8496928,69.70503159,68.40362505,111.627166,78.14424379,51.61300876,57.13793644,39.48601402,0,72.66154839,62.10730784,58.82812764,71.15856576,25.27037763,45.70648136,52.35333329,0,53.46401178,45.9543587,63.8137696,78.87793226,43.21051847,27.66694353,48.90034443
MGG_07075,455.3439831,255.0764113,141.147271,229.5431864,164.8926902,163.2279651,113.5407559,106.3723403,637.1802431,208.3213677,172.9045918,263.9908418,131.1233568,84.59835572,70.19628708,97.82217489,0,262.587654,114.107235,167.1575077,166.75376,83.68297475,55.38821678,72.00225673
MGG_07076,0,22.76719153,33.12946035,35.39989324,94.05548846,23.11946088,30.6209457,27.87452242,0,12.62926912,49.89615673,32.00834771,66.39119123,8.509950086,22.4510615,21.99047749,0,13.0095762,34.17823622,46.14039417,76.2261313,28.14708333,14.66677375,30.30623795
MGG_07077,0,39.86640023,19.54331862,35.88981773,38.63272449,28.32874578,39.67642468,28.80623549,0,23.58080061,39.83703051,40.42895383,29.00302191,20.89440269,26.71663673,21.36266538,0,36.74252692,44.06735478,63.15160161,45.26363938,35.04654994,21.86585689,24.96460501
MGG_07078,0,8.459369329,11.5815848,10.82045078,12.10120728,8.873617617,14.35000927,5.49237358,0,6.082904854,16.637921,5.781324271,13.92564569,2.379965324,5.801904081,7.395958996,0,10.07048616,8.052062532,15.3855584,13.07456001,2.346417938,3.126808813,8.000301436
MGG_07079,0,3.296054537,1.083017903,1.839713981,2.611405093,3.904895537,2.516060606,0,0,0,5.834423771,0,2.604431751,0.278194338,2.275201407,3.073828416,0,0,7.529649896,1.798419158,5.557404986,1.097091926,2.680281513,1.181249531
MGG_07080,0,19.37378872,21.21947093,21.40192545,24.51657287,17.33390308,15.40529557,15.72340697,772.3143328,15.67256641,30.95986087,24.27422298,29.23501717,21.80254511,15.21646519,13.17427116,0,39.20811212,12.90867753,33.03399603,29.94357539,10.0758853,13.12862777,13.50073331
MGG_07081,0,17.08935554,3.303071773,8.416353006,12.61040331,7.443407784,16.62629855,11.74820056,0,2.168558067,5.931425638,0,8.605130528,3.393834445,5.070869982,3.515549874,0,11.48842379,13.77870521,8.227436787,27.96651593,6.691991635,3.7156954,6.604888013
MGG_07082,0,40.50189013,51.51528304,34.63882302,44.85548457,39.66363406,36.56888652,16.96546143,0,31.00277543,7.708962333,17.85800483,49.89751728,24.8113282,13.18102867,7.615156742,0,55.99233115,14.92326998,39.20783106,42.95620103,20.65645718,13.03889244,18.72926992
MGG_07083,0,27.6276032,39.71572675,19.27565492,22.59361101,27.43074441,35.1494609,12.23020879,0,22.34954929,30.56516948,24.8890242,9.716184251,9.936780657,11.0857298,27.44840077,0,39.46725364,27.97084194,32.54697797,14.02762247,12.80104005,10.32794426,16.12705245
