,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24
MGG_17614,0,0,0,78,25,6,4,1,0,0,0,10,223,7,15,7,0,0,0,8,49,7,12,11
MGG_17615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17616,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17617,0,26,28,18,100,25,16,27,0,7,8,6,29,220,227,31,0,8,28,5,47,79,173,34
MGG_17618,0,20,32,26,78,20,12,12,0,8,26,28,35,60,76,35,0,5,43,32,19,33,79,20
MGG_17619,0,0,1,0,2,3,1,0,0,0,0,1,2,3,1,1,0,0,1,1,0,0,2,1
MGG_17620,0,5,0,0,5,4,2,4,0,0,2,3,5,9,14,9,0,1,1,0,7,3,0,3
MGG_17621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17622,0,1,0,0,59,26,23,12,0,3,1,0,12,5,21,23,0,1,0,0,6,5,15,16
MGG_17623,0,5,0,5,25,20,16,2,0,0,0,2,6,2,19,9,0,1,3,2,2,1,7,7
MGG_17624,0,2,0,1,4,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17625,0,0,0,102,10,1,5,0,0,0,1,15,5,3,4,1,0,0,1,3,2,0,1,0
MGG_17626,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17627,0,6,0,0,9,3,1,1,0,2,0,2,2,10,12,3,0,1,1,0,0,9,7,7
MGG_17628,0,0,0,18,13,6,5,2,0,0,0,3,95,2,7,5,0,0,0,1,39,2,11,6
MGG_17629,0,6,0,27,4,5,0,2,0,2,1,4,8,0,0,2,0,1,0,3,0,0,1,1
MGG_17630,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
MGG_17631,0,4,3,2,9,3,3,0,0,4,0,0,5,0,2,1,0,1,1,0,5,1,5,4
MGG_17632,0,21,76,30,780,129,105,3431,1,14,116,96,603,9239,13520,3265,3,4,408,159,491,4596,17168,5359
MGG_17633,0,2,1,3,2,10,0,1,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,1
MGG_17634,0,42,42,15,76,64,17,55,0,19,22,26,91,234,252,61,0,12,35,37,73,117,211,116
MGG_17635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17636,0,2,2,1,2,2,1,2,0,0,0,0,9,2,5,1,0,0,0,2,9,1,2,1
MGG_17637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MGG_17638,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,7,3,0,0,0,0
MGG_17639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MGG_17640,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MGG_17641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17644,1,3,0,103,13,13,8,1,0,1,3,28,51,4,8,2,0,2,0,11,19,1,10,7
MGG_17645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17647,0,3,8,5,12,3,2,5,0,3,2,0,19,12,11,4,0,2,1,5,7,5,7,5
MGG_17648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MGG_17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17651,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
MGG_17652,0,95,50,110,307,200,91,55,0,29,39,46,361,127,152,59,0,37,36,37,285,66,96,50
MGG_17653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MGG_17654,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MGG_17655,0,8,6,6,63,50,3,7,0,2,2,1,31,12,33,4,0,6,1,2,29,16,16,13
MGG_17656,0,7,2,9,15,12,13,1,0,2,3,2,43,13,19,4,0,3,1,2,30,2,14,6
MGG_17657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MGG_17658,0,1,3,4,1,0,1,0,0,1,6,3,2,0,0,0,0,1,1,6,0,0,0,0
MGG_17659,0,0,0,104,19,7,8,3,0,0,0,17,113,6,17,12,0,0,0,13,34,2,13,15
MGG_17660,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0
MGG_17661,0,2,146,19,5,1,1,0,0,0,47,17,1,0,0,2,0,0,16,15,0,1,0,1
MGG_17662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17663,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,2
MGG_17664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17666,0,0,4,1,2,2,1,0,0,2,0,1,5,3,4,11,0,0,0,2,1,0,0,2
MGG_17667,0,1,1,5,16,7,4,5,0,0,0,5,58,2,12,9,0,0,0,0,18,1,7,7
MGG_17668,0,12,3,12,26,23,10,4,0,1,4,3,41,10,34,10,0,5,4,5,18,4,15,21
MGG_17669,0,133,43,67,120,48,35,48,0,26,30,19,87,91,172,57,0,51,35,24,55,29,66,64
MGG_17670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MGG_17671,0,2,1,2,12,1,7,1,0,0,0,1,3,0,4,2,0,3,1,2,7,0,4,1
MGG_17672,0,3,1,0,1,1,2,0,0,0,0,1,1,0,5,0,0,0,2,2,0,2,0,0
MGG_17673,0,3,3,0,1,0,1,0,0,4,0,2,0,0,0,0,0,3,0,1,0,0,2,0
MGG_17674,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0
MGG_17675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MGG_17676,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MGG_17677,0,9,3,5,6,16,12,20,0,3,1,1,14,66,111,25,0,3,1,1,19,98,47,48
MGG_17678,0,56,33,20,66,53,38,12,0,19,20,20,20,57,70,35,0,19,23,17,24,36,56,31
MGG_17679,0,6,8,4,22,28,11,5,0,5,2,5,12,35,52,18,0,0,4,1,16,23,45,24
MGG_17680,0,21,14,9,204,95,63,18,0,8,7,9,80,112,285,46,0,3,1,5,97,89,205,106
MGG_17681,0,19,6,5,22,11,5,9,0,5,2,4,6,9,37,12,0,9,5,4,11,9,29,10
MGG_17682,0,8,26,6,24,19,6,1,0,6,17,10,34,4,13,5,0,5,5,11,30,3,11,17
MGG_17683,0,52,30,24,94,75,52,7,0,18,20,15,104,3,48,26,0,14,10,10,81,17,22,58
MGG_17684,0,18,4,16,9,13,6,1,0,6,11,0,12,5,5,4,0,1,2,1,5,0,4,3
MGG_17685,0,1,1,2,0,7,2,2,0,0,0,0,1,0,3,1,0,0,0,0,1,0,1,0
MGG_17686,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,2,2
MGG_17687,0,0,1,7,6,12,2,1,0,0,4,3,5,5,14,2,0,1,5,0,4,2,3,5
MGG_17688,0,46,11,15,31,69,40,6,0,14,5,9,19,6,21,7,0,15,8,8,18,9,4,2
MGG_17689,0,42,7,9,5,19,10,0,0,16,0,3,4,0,1,2,0,10,1,3,2,1,3,1
MGG_17690,0,284,43,65,70,156,86,14,0,142,19,20,77,14,78,30,0,95,14,17,84,27,49,41
MGG_17691,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MGG_17692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0
MGG_17693,0,2,1,2,5,5,2,0,0,0,1,0,0,0,0,0,0,0,2,1,1,4,2,2
MGG_17694,0,194,159,121,259,186,91,185,1,69,66,61,323,597,595,164,0,52,59,45,233,138,264,132
MGG_17695,1,150,103,78,152,160,65,68,0,108,52,49,203,186,327,125,0,74,56,60,158,84,121,107
MGG_17696,0,6,4,7,124,83,39,17,0,6,5,4,51,17,107,20,0,3,2,3,53,20,38,61
MGG_17697,0,198,74,112,266,179,98,79,0,59,46,60,138,226,500,119,0,79,50,48,148,153,265,134
MGG_17698,0,96,42,43,116,77,74,21,0,15,23,33,90,31,91,35,0,24,31,27,88,28,78,47
MGG_17699,0,70,31,53,50,34,16,7,0,28,19,28,42,53,59,18,0,18,34,20,45,25,37,15
MGG_17700,0,0,0,0,1,5,0,0,0,0,0,1,1,0,1,4,0,2,0,0,2,0,0,0
MGG_17701,0,28,29,10,36,23,18,6,0,13,13,8,37,12,24,10,0,10,7,7,38,10,23,13
MGG_17702,0,52,14,14,54,96,52,11,0,22,8,12,54,19,31,15,0,23,9,7,39,10,21,18
MGG_17703,0,16,24,20,23,13,13,9,0,1,9,11,21,23,18,5,0,4,10,11,17,6,17,11
MGG_17704,0,162,57,89,146,84,80,35,0,52,52,29,112,84,154,41,0,67,36,29,81,45,71,51
MGG_17705,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
MGG_17706,0,2,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0
MGG_17707,1,146,52,101,126,143,62,46,0,58,41,49,173,98,245,73,1,65,54,39,122,42,98,122
MGG_17708,0,63,57,75,165,144,80,26,0,34,28,28,132,70,203,57,0,21,23,21,141,48,106,97
MGG_17709,0,0,2,1,1,4,1,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0
MGG_17710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17711,0,5,2,0,1,7,1,0,0,3,2,0,3,0,1,1,0,1,0,0,1,0,0,1
MGG_17712,0,189,64,110,261,227,100,70,0,102,81,74,120,191,477,126,0,60,50,48,139,158,286,211
MGG_17713,0,49,104,9,248,28,19,754,0,10,149,119,276,3386,6999,359,0,5,648,297,313,3550,8191,5280
MGG_17714,0,8,20,16,21,30,12,7,0,15,5,14,39,46,85,7,0,4,9,10,36,27,56,38
MGG_17715,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17716,0,13,5,10,17,21,12,3,0,3,4,3,5,2,10,6,0,6,4,3,10,5,8,2
MGG_17717,0,10,9,9,14,3,3,0,0,6,2,2,4,0,2,4,0,11,0,1,6,2,2,1
MGG_17718,0,5,2,3,2,30,5,1,0,11,3,2,2,2,0,2,0,6,1,1,5,1,0,0
MGG_17719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17720,0,65,16,25,3,22,11,1,0,26,5,7,3,10,3,1,0,16,3,4,5,0,5,1
MGG_17721,0,72,43,53,142,134,41,50,0,32,32,29,128,375,265,55,0,29,55,43,119,108,247,113
MGG_17722,0,0,0,0,0,7,3,2,0,0,1,0,0,6,9,2,0,0,2,1,0,4,5,7
MGG_17723,0,0,0,1,0,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
MGG_17724,0,55,10,8,49,27,22,10,0,18,8,9,20,11,28,19,0,13,7,7,24,7,6,20
MGG_17725,0,4,1,3,6,5,2,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,1
MGG_17726,0,2,1,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MGG_17727,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
MGG_17728,0,6,3,6,2,8,3,2,0,1,0,0,3,3,8,5,0,0,2,0,2,0,2,3
MGG_17729,0,31,26,2,11,38,23,11,0,50,11,5,11,17,25,17,0,26,18,23,6,20,13,33
MGG_17730,0,67,24,64,65,60,53,6,0,14,33,25,30,42,86,22,0,19,21,17,35,35,54,41
MGG_17731,0,2,1,0,0,2,1,5,0,0,0,0,3,16,20,1,0,0,0,0,1,1,25,9
MGG_17732,1,167,55,87,163,136,70,42,0,60,50,32,153,105,172,45,0,67,25,23,164,69,148,107
MGG_17733,0,8,12,9,17,13,8,3,0,9,8,7,16,1,23,4,0,8,6,7,14,1,3,6
MGG_17734,0,40,4,1,1,0,1,1,0,32,2,3,5,1,1,1,0,16,1,1,0,0,0,1
MGG_17735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17736,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MGG_17737,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MGG_17738,0,3,1,2,5,8,4,0,0,3,0,2,2,0,5,0,0,0,0,0,1,1,2,1
MGG_17739,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MGG_17740,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
MGG_17741,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
MGG_17742,0,1,0,0,1,1,2,0,0,0,1,0,1,2,3,2,0,0,1,0,1,0,2,0
MGG_17743,0,38,66,42,66,57,43,17,0,22,23,23,114,95,83,36,0,20,24,28,78,27,61,55
MGG_17744,0,0,2,1,9,2,5,1,0,0,0,0,1,1,1,4,0,0,0,1,2,2,1,1
MGG_17745,0,0,2,3,12,1,0,9,0,0,0,1,3,4,23,5,0,0,1,1,1,2,5,5
MGG_17746,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,6,0,1,1
MGG_17747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17748,0,0,0,31,11,0,1,0,0,0,0,1,79,1,0,2,0,0,0,2,26,0,1,0
MGG_17749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17750,0,1,0,1,2,0,4,2,0,0,0,0,7,0,0,0,0,0,0,0,7,2,0,0
MGG_17751,0,1,1,3,4,3,1,0,0,0,1,0,1,1,2,0,0,2,0,0,0,2,0,0
MGG_17752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_17753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_17755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MGG_17757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MGG_17758,0,0,0,1,11,4,4,5,0,0,0,0,102,0,7,4,0,0,0,0,32,3,11,3
MGG_17759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17760,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
MGG_17761,0,9,1,8,155,25,9,5,0,2,0,0,75,43,12,2,0,15,0,0,30,2,5,9
MGG_17762,0,0,0,0,0,4,2,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
MGG_17763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17764,0,49,7,21,17,14,10,4,0,3,25,14,10,3,11,6,0,2,12,8,5,4,2,5
MGG_17765,0,0,0,4,4,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
MGG_17766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_17767,0,0,0,382,76,15,25,26,0,0,0,66,480,7,34,10,0,0,0,26,123,9,25,9
MGG_17768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17771,0,20,22,11,5,6,2,0,0,39,3,6,3,4,4,8,0,7,3,8,2,4,6,6
MGG_17772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_17776,0,0,0,0,1,3,1,1,0,0,0,0,3,2,4,0,0,0,0,1,1,0,1,0
MGG_17777,0,8,7,1,18,4,3,4,0,5,1,0,22,8,13,3,0,2,1,0,14,7,22,9
MGG_17778,0,7,7,8,32,17,7,3,0,1,6,12,32,3,18,1,0,1,2,5,35,7,7,10
MGG_17779,0,3,0,1,5,4,0,2,0,0,2,0,3,5,10,1,0,2,0,0,3,2,8,3
MGG_17780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17781,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MGG_17782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17783,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17784,0,6,3,3,13,19,6,6,0,0,2,2,6,46,71,8,0,0,3,4,8,16,45,18
MGG_17785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17787,0,56,31,33,55,46,23,11,0,37,16,14,37,23,49,23,0,19,21,19,36,11,35,22
MGG_17788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17789,0,1,5,1,6,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
MGG_17790,0,0,2,11,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,3,0,0,1,0
MGG_17791,0,5,16,218,147,80,65,27,1,14,3,53,391,36,142,48,0,2,6,35,209,66,102,145
MGG_17792,0,1,0,0,336,64,10,21,0,0,0,0,207,68,542,52,0,0,0,0,191,72,387,458
MGG_17793,0,15,10,17,39,23,26,23,0,5,11,2,30,99,191,7,0,11,6,8,15,82,188,97
MGG_17794,0,21,12,13,27,40,29,1961,1,13,4,5,22,3518,5479,1672,0,1,4,3,39,353,5081,1166
MGG_17795,0,41,17,16,49,40,13,11,0,24,20,10,30,43,52,12,0,17,15,16,27,28,35,22
MGG_17796,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
MGG_17797,0,2,0,1,3,1,3,0,0,0,0,1,1,3,1,1,0,0,0,2,3,1,0,2
MGG_17798,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MGG_17800,0,0,0,2,3,9,14,1,0,0,0,0,1,1,5,2,0,0,0,0,3,0,3,3
MGG_17801,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MGG_17802,1,147,98,186,383,383,146,19,0,70,38,67,167,70,236,68,0,72,40,44,245,257,165,326
MGG_17803,0,10,16,20,58,49,31,3,0,4,10,6,26,8,18,8,0,0,15,9,20,12,22,6
MGG_17804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MGG_17806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17807,0,0,1,6,18,4,3,4,0,0,4,3,6,50,30,4,0,0,1,0,6,20,16,3
MGG_17808,0,0,4,3,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,2,0,0,2,0
MGG_17809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17810,0,37,17,43,46,24,20,9,0,29,12,19,23,13,25,10,0,16,14,20,22,9,7,4
MGG_17811,0,14,24,6,4,4,2,5,0,18,3,7,11,8,6,11,0,7,6,9,5,2,6,10
MGG_17812,0,29,18,36,31,48,24,9,0,8,7,1,17,5,31,27,0,7,6,18,19,7,6,14
MGG_17813,0,94,30,27,44,149,88,20,0,45,27,17,26,14,41,50,0,59,20,28,18,14,48,28
MGG_17814,0,0,5,405,142,52,50,29,0,0,2,79,867,47,98,48,0,0,3,28,218,32,79,74
MGG_17815,0,1,113,72,3,7,2,1,0,1,63,101,2,2,9,0,0,2,69,87,0,0,4,1
MGG_17816,0,20,21,39,140,49,36,33,0,4,13,17,57,319,379,56,0,6,14,19,90,149,326,171
MGG_17817,0,26,9,12,32,33,17,4,0,13,6,4,28,15,17,12,0,12,3,7,17,4,8,16
MGG_17818,0,1,0,0,2,2,0,1,0,0,0,0,1,0,2,2,0,0,0,0,1,2,0,1
MGG_17819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
MGG_17820,0,50,39,20,106,58,33,43,0,20,15,25,151,268,463,44,0,14,30,30,228,134,342,234
MGG_17821,0,22,3,11,48,41,15,36,0,8,4,9,19,88,142,57,0,7,6,6,40,60,69,96
MGG_17822,0,9,2,3,487,320,146,14,0,0,1,1,383,17,110,3,0,0,1,2,371,34,68,66
MGG_17823,0,6,2,5,13,32,6,0,0,2,2,4,3,11,32,0,0,0,1,15,10,6,28,23
MGG_17824,0,2,5,4,25,10,5,5,0,2,0,1,12,26,39,9,0,1,1,4,8,12,31,18
MGG_17825,1,33,29,25,376,93,54,55,0,8,16,14,122,147,393,42,0,11,15,10,108,110,145,103
MGG_17826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17827,0,45,42,46,99,104,61,14,0,22,15,21,117,112,129,36,0,14,28,20,109,49,92,74
MGG_17828,0,7,7,12,95,33,11,7,0,1,8,3,85,48,64,23,0,4,1,7,75,45,56,52
MGG_17829,0,56,47,50,262,95,47,13,0,30,18,24,152,50,180,51,0,17,25,23,115,62,118,119
MGG_17830,0,59,104,76,226,114,66,40,0,26,45,58,225,249,334,70,0,28,50,50,192,103,232,148
MGG_17831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
MGG_17832,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_17833,0,25,3,0,1,8,15,2,0,26,0,1,1,1,0,2,0,6,4,2,0,0,0,4
MGG_17834,0,3,1,3,26,27,19,4,0,1,1,1,5,4,7,3,0,0,0,0,12,1,3,3
MGG_17835,0,16,2,10,20,27,16,5,0,9,1,2,12,6,6,8,0,4,1,3,5,3,7,0
MGG_17836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17837,0,2,1,2,8,27,8,3,0,0,1,1,1,13,12,8,0,3,0,0,3,0,0,0
MGG_17838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_17839,0,19,5,9,11,38,22,1,0,8,2,0,6,2,5,4,0,7,0,0,1,0,1,2
MGG_17840,0,32,5,8,6,8,1,3,0,17,4,4,2,1,1,4,0,10,0,2,0,2,0,1
MGG_17841,0,302,86,137,282,347,233,92,0,121,69,113,202,213,421,169,0,102,52,97,202,168,274,159
MGG_17842,0,50,36,38,79,86,31,15,0,17,15,13,37,41,90,33,0,10,15,9,48,16,59,32
MGG_17843,0,1,1,1,5,8,5,5,0,1,0,0,2,2,14,5,0,0,0,2,2,3,5,5
MGG_17844,0,1,0,0,3,15,6,2,0,1,1,0,0,3,6,5,0,0,0,0,0,3,3,1
MGG_17845,0,0,0,3,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,3,0,2,1
MGG_17846,0,1,0,2,4,3,1,0,0,1,1,0,7,0,1,0,0,0,0,0,2,2,1,1
MGG_17847,0,7,5,0,39,79,14,11,0,2,5,1,4,10,40,14,0,5,1,1,21,10,12,7
MGG_17848,0,0,0,0,1,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,2
MGG_17849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17850,0,2,2,6,3,13,1,1,0,3,1,3,1,0,6,0,0,1,1,3,3,2,2,2
MGG_17851,0,0,0,0,1,2,3,0,0,1,0,0,1,0,4,3,0,1,0,0,2,1,1,0
MGG_17852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MGG_17853,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
MGG_17854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17856,0,7,305,385,11,1,7,5,0,7,167,314,4,1,3,9,0,0,148,257,1,1,2,2
MGG_17857,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17858,0,2,17,30,19,2,3,1,0,0,10,18,18,13,19,2,0,0,19,14,16,3,7,9
MGG_17859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_17860,0,0,4,2,3,1,0,9,0,1,0,3,13,2962,2534,48,0,0,9,7,50,821,1299,799
MGG_17861,0,78,93,112,463,283,131,421,0,47,73,90,416,1160,2288,462,0,24,123,101,350,826,1712,887
MGG_17862,1,23,29,184,830,803,318,229,0,29,7,72,1106,947,1127,470,0,8,17,61,1007,339,712,552
MGG_17863,0,2,2,0,1,1,5,0,0,2,0,0,0,0,1,1,0,1,0,1,1,0,0,0
MGG_17864,0,0,0,1,116,28,11,7,0,0,0,0,53,11,39,4,0,0,0,0,52,15,22,28
MGG_17865,0,1,11,15,19,7,5,1,0,0,3,2,9,4,5,0,0,1,2,3,10,3,3,3
