gene,t0,t8,t16,t24,t48,t72,t96,t144
MGG_00916,0,0.883210016,9.542990214,182.3508686,296.5120516,11.83513842,14.60791811,13.75458637
MGG_00992,0,26.58110462,31.1257571,85.60901675,2493.008838,683.7240196,507.6996503,334.7402964
MGG_01064,0,1400.454711,1358.602704,1587.923649,1080.246687,1044.988459,904.0906815,886.5854945
MGG_01145,0,15.54575673,30.91611796,225.067261,7.149563786,9.258976448,8.759958643,25.6773872
MGG_01173,0,5.666979737,5.439421092,4.787573377,112.4255593,9078.644906,9719.797338,4164.704853
MGG_01195,0,4.879854856,0.800566147,1.359915408,52.09272811,29.42486957,34.18101125,57.57538186
MGG_01328,0,50.18102672,47.77808131,40.52050691,4.998898419,6.508239307,8.768383951,8.920177808
MGG_01358,0,5.293808863,1.315584613,3.708019463,0.293632282,1.031445689,0.164827547,0.519830431
MGG_01367,0,649.5005083,352.636059,165.5173279,222.5548679,525.4409059,488.4412527,201.8559136
MGG_01411,0,0.942090684,0,2.570154582,0,0.69756994,0,2.321549747
MGG_01455,0,0,1.018701274,5.549299767,1.17767392,0.18818732,0.968046507,0.845409278
MGG_01530,0,0,0,1.153189524,15.0937381,1.820833832,2.464526974,1.376439609
MGG_01557,0,259.3126559,265.3697195,254.0907345,253.7689745,330.2034716,287.258057,261.421313
MGG_01851,0,0,0,0,0.495796927,4.494975518,1.534058959,3.375037194
MGG_01879,0,0,1.814760457,16.95495612,6.759791003,0.919171807,1.224877486,1.287666216
MGG_01953,0,0,0.73824137,166.1974682,101.9874689,14.1108054,13.1609302,13.45506825
MGG_01963,0,3.857287195,14.94019538,30.44255797,10.31578016,5.750733685,5.010754779,12.04367856
MGG_01964,0,0,2.55607243,689.6444125,342.2294729,4.839336985,9.729670911,9.48513995
MGG_01974,0,22.52979168,12.38906946,18.97618447,67.89947493,26.83942932,27.07043614,14.44549359
MGG_01993,0,8.144209658,0,0,0.545505208,50.81762739,33.14665293,1.974041554
MGG_02073,0,0,0,63.57071044,37.73901742,13.49240988,14.76897865,23.39499562
MGG_02090,0,0,7.465601837,71.0321763,9.332547881,0.543879969,1.661785164,17.23794816
MGG_02106,0,1.928932221,12.14833092,0.942083079,7.054131792,12.42058246,8.225571557,9.074437357
MGG_02139,0,0,0,0,0.710875192,3.085237226,5.582789138,1.007329847
MGG_02154,0,0,4.130528403,15.78711614,442.5985003,71.60311235,72.08966759,63.67424534
MGG_02166,0,0,0,124.5279154,56.82111782,4.806294264,3.798050227,12.9023398
MGG_02202,0,0,0,29.38159916,3.023391466,0.301034647,1.466242591,2.477651236
MGG_02207,0,1.069998557,0,31.09222319,52.50788215,2.939212242,2.152315148,2.636747101
MGG_02212,0,0,0,7.959995227,39.09496595,14.6929792,15.77977833,8.261087536
MGG_02220,0,0,2.02794015,32.51462075,767.9507085,24.70426754,17.72878054,17.01139945
MGG_02223,0,0,0,3.127045619,39.76591276,9.095036643,9.622020921,4.024444136
MGG_02232,0,0,0,225.1922554,112.8326818,14.70722869,39.13462813,55.53822485
MGG_02234,0,0,0,0,15.61181323,46.3390062,19.25251224,22.75137559
MGG_02239,0,1.403252125,10.01626325,73.77392858,270.1433299,69.64182037,67.85295423,60.44158241
MGG_02255,0,0.636350074,0,82.72370799,144.6598698,7.096233799,9.208519318,14.047018
MGG_02273,0,2.061934327,3.214559143,27.47150147,9.811318358,249.0921065,356.2024254,110.5326962
MGG_02296,0,3066.181248,70.2394038,54.33422404,93.00488703,3.703836304,2.782361031,8.804598545
MGG_02338,0,0,0,3.876911383,14.04760644,1.542930122,2.907843264,1.316832417
MGG_02339,0,237.3968291,8.961933949,3.635828433,14.07975451,4.313759822,6.631187395,15.64017702
MGG_02546,0,0,0,28.07143896,131.6056177,19.83628081,32.03138609,15.12717768
MGG_02590,0,0,11.79356864,51.12504993,55.24922458,111.9185214,101.4161823,18.27872468
MGG_02591,0,0,47.31126555,46.35472087,24.86242813,26.60753315,21.20200432,14.31964324
MGG_02635,0,1.484816839,1.130659988,2.731529109,1.577661954,1.099430884,0.314345186,0
MGG_02638,0,38.95601844,15.54797371,9.83434246,4.368686153,21.49565172,30.35426174,40.8708136
MGG_02647,0,24389.27011,12420.91091,36047.81884,9441.735765,23424.6651,42075.83,62703.06838
MGG_02715,0,5.659081985,19.02881587,25.01512239,76.87041254,27.37131025,25.25648974,15.7900167
MGG_02848,0,2016.461526,746.0267371,683.6387242,553.1935518,394.4492012,384.7830257,373.1794717
MGG_02851,0,678.4392092,63.18168771,370.0052019,1470.252681,327.8364983,435.9680404,312.4944771
MGG_02918,0,3.81535626,14.53814404,1.734198405,3.1582214,0.267715398,0.703451312,0.378918193
MGG_02989,0,0,0,0,3.053212717,0.857183401,1.780183526,1.349503295
MGG_02990,0,0,0,206.9288217,88.68879057,7.133819365,5.158871306,9.537964407
MGG_03079,0,1.008141322,0.828137921,2.110127045,1.753505694,0,0.186317978,0
MGG_03308,0,13.87946441,10.19390617,19.45036736,1.949978552,10.02217209,14.9315753,35.91681572
MGG_03326,0,51.68234308,12.67390473,203.851241,3192.349328,643.7182079,519.9924382,562.9102592
MGG_03338,0,0,0,0.544095556,7.535008683,16.15129821,7.212764918,12.21140981
MGG_03350,0,191.5656528,733.4596694,296.6617537,6.129592089,2.233627932,1.703073367,5.568997013
MGG_03353,0,18.41117179,90.2864096,146.7537972,68.48657653,16.60540405,26.28943129,21.55423451
MGG_03468,0,0.364599153,89.01788005,182.1042218,34.67699094,17.23522784,26.70774972,19.00043404
MGG_03495,0,1.226405959,5.971867679,25.65195351,2.705983732,0.94333603,2.490886337,3.917382397
MGG_03507,0,6.851530132,3.661824224,7.384275703,0.589976693,7.28793049,3.771513006,1.963584503
MGG_03585,0,9.233799976,8.777807443,33.7733406,55.61256934,28.98524872,25.58213559,16.99598639
MGG_03671,0,0.352069972,59.07918896,63.17511693,150.7889551,67.44209036,62.13925848,47.12198026
MGG_03715,0,56.96867785,33.85032508,28.13112008,39.71773968,49.53506481,63.09805535,10.86935107
MGG_03791,0,0,0,11.98022704,0.359801307,0.229978919,0,0
MGG_03849,0,18.03494421,59.73832375,52.13529601,39.08036532,17.68181616,20.68283942,15.59556241
MGG_03865,0,1073.703465,74.33519112,1139.568864,2895.335956,1630.055305,1259.721231,859.8299561
MGG_03946,0,15.79908802,205.8523729,123.1936855,3.423890024,1.248907007,1.154701073,0.791786651
MGG_03988,0,1320.208538,112.0187483,54.72588951,33.37674186,7.155250576,2.649854131,8.219528188
MGG_04258,0,0,0,0,0.260164022,4.084808593,1.858875117,0.45935016
MGG_04259,0,1461.713978,0,18.94665278,0,1.827969422,0,0
MGG_04263,0,5.384162359,0,159.0664361,65.27884165,7.945981251,17.29085022,15.34768783
MGG_04301,0,0,0,2.558391861,2.025586907,0,0.693256365,0
MGG_04325,0,324.3726203,155.4619302,171.9815912,343.2712119,162.7913874,204.9434095,200.9633821
MGG_04354,0,3.941546046,0,0,0,8.962012496,32.65388515,15.34462699
MGG_04384,0,0,2.640298548,3.3179149,2.26759721,3.992249139,4.302619565,1.043431321
MGG_04451,0,0,0,53.51077596,31.32951411,2.357230924,3.656160899,5.656416539
MGG_04452,0,0.420317382,8.962272631,5.81707786,0.83178383,0.488602124,2.405961532,1.342647282
MGG_04546,0,3.764829127,12.07289817,49.48788194,275.648083,16.49369611,18.72126426,13.95081517
MGG_04579,0,0,0,9.45240438,2.131050823,0,0,0.451625743
MGG_04580,0,0,0,11.91568962,7.897446787,0,1.9447007,2.044555595
MGG_04642,0,16.68390895,19.29783971,18.72187353,28.10880167,27.04483863,23.65884313,15.60402557
MGG_04734,0,0,0,40.84892633,8.772236365,1.481143768,1.502546599,0
MGG_04735,0,0,0,51.3066528,17.30693965,2.625932517,3.035874333,5.760492672
MGG_04737,0,1.392225753,1.601132294,0,1.054252687,116.6374312,66.90360655,0.568043004
MGG_04753,0,0,0,14.05870707,44.15962218,1.332838612,4.256789538,2.536426733
MGG_04776,0,10.51016304,54.45043098,1232.941102,2446.882544,147.8250916,191.7983784,205.8872927
MGG_04795,0,1.181007053,3.880554063,2122.577198,1078.881423,87.58858058,131.9524214,142.8220024
MGG_04859,0,5.994378993,14.67595866,14.1723827,7.256023691,4.877762454,8.058475941,2.560298432
MGG_04889,0,0,0,0,204.9621803,30.99552969,7.546555232,13.4680814
MGG_04925,0,0,4.271223272,0,1.033650883,0.799307166,0.254155228,6.634767152
MGG_04973,0,0.707026386,0.735820907,3.682144769,51.77566202,42.24548859,20.3257833,14.71748637
MGG_05083,0,132.9890623,74.1488572,79.30509883,83.44469582,31.11279782,39.96780147,40.6696311
MGG_05091,0,18.95865684,7.33960432,6.867082638,19.88858336,40.27818551,41.90279089,6.923006143
MGG_05108,0,23.47315564,14.60466448,21.45847196,16.46087003,23.14606345,21.44821634,3.780250347
MGG_05119,0,12.37848562,9.230338676,29.85248916,45.96486015,4.650682593,5.55761572,2.274282356
MGG_05403,0,8.166512796,0,35.89076547,8.218036665,3.072839737,3.406887017,0
MGG_05406,0,3071.762767,443.2638653,321.0088337,1143.164271,807.2023722,747.036548,745.1808267
MGG_05410,0,0,0,168.1511093,125.1504109,11.99511963,15.37686314,16.15732078
MGG_05416,0,0,0,196.5391797,67.5812293,5.561277783,8.654977003,11.18536588
MGG_05424,0,0,0,18.93499883,69.9433854,6.749192553,6.925191995,14.75593895
MGG_05504,0,6.239797833,8.17430544,1.447707416,91.23650645,29.37419766,17.04723141,13.08876064
MGG_05518,0,3.93661053,1.289801015,30.47693019,42.66403917,12.40574928,6.195002201,5.171773813
MGG_05538,0,0,0,148.9711715,89.20903548,17.1508343,35.10333312,37.16497969
MGG_05638,0,9.242699426,5164.132441,6974.580594,1412.010812,304.1930652,337.4465971,317.4446414
MGG_05640,0,110.0184056,116.5478466,121.3610592,132.1817964,80.93096734,79.73345206,48.39118931
MGG_05716,0,24.4748832,12617.8282,3155.743175,48.31372371,28.59174556,38.07942723,100.3678589
MGG_05749,0,16.56161537,3.740422943,4.421682573,0.901901944,0.529318968,0.120890331,0.271979059
MGG_05751,0,41.5167247,49.93902079,47.04165794,208.5986079,48.83109922,63.73526506,77.37372712
MGG_05764,0,8.120426989,11.55031751,1.957998675,3.104256574,9.92925079,7.03826812,3.346579097
MGG_05792,0,59.95856968,0,29.93554066,2.2706666,12.74970269,14.69661829,8.332267567
MGG_05795,0,0,0,32.65825705,0,0,3.97035966,0
MGG_05798,0,0,0,0.446404707,165.0988893,21.82381732,21.38300203,8.066391612
MGG_05805,0,9.346995465,2.662434024,1.763947466,36.25056141,3.094545916,1.712261416,2.593403054
MGG_05818,0,12.48741167,125.6627632,71.72594108,1.620821187,4.912887009,6.286220313,21.25860923
MGG_05831,0,0.712712083,0,6.839514677,35.80544938,4.068678235,6.229397435,0.830824637
MGG_05875,0,0,1.751518186,0.534933984,3.428512212,11.95713061,5.385421094,3.532089819
MGG_05982,0,46.20785518,44.74567568,50.8574773,132.0335955,78.11649008,84.40093307,79.25276174
MGG_06004,0,102.4117407,164.8663445,129.2852298,123.6514972,79.78977089,87.56853013,110.4372341
MGG_06008,0,334.9030459,10.51781473,5.833564406,3.36551785,0,0.197492198,0.622847674
MGG_06123,0,0,2.348637662,113.3331862,32.52173706,6.224380499,11.05587181,15.10875298
MGG_06224,0,2.898172916,30.61814608,361.7003336,99.90208963,20.95893974,46.37114015,35.64262905
MGG_06225,0,169.3691927,10.11988381,15.37216208,0,0,0,1.712272997
MGG_06231,0,0,0,2.729567681,3.402386943,0,0,0
MGG_06234,0,0,1.21632018,0.575296206,1.585666162,1.301596461,2.029099067,7.622110256
MGG_06359,0,123.1528563,27.71484913,47.00390121,58.19947741,57.15958154,64.73768972,79.80588913
MGG_06523,0,1.762317468,4.974508947,4.606482715,1.410749016,2.021486207,1.432926326,0.85776233
MGG_06771,0,536.0881744,101.0969901,114.3993479,14.53925447,4.786745257,2.973309251,5.912632079
MGG_06953,0,10.048072,14.54441199,10.25823004,852.8585498,331.0240293,210.1511957,142.1653769
MGG_07184,0,23.67831244,31.06969158,18.12075878,81.38766042,45.8732649,45.89657811,76.15175382
MGG_07209,0,123.2890445,86.50515326,87.53174148,144.1903482,73.03738903,82.08530478,100.0918286
MGG_07234,0,624.0228095,340.7027383,359.071844,521.0234223,274.9045873,270.4686965,307.3039198
MGG_07303,0,2.881133121,4.00696083,2.785333325,0.79795956,6.74292731,4.756154734,5.554500562
MGG_07311,0,95.67863452,11.60497736,21.83320223,5.878860744,5.172346848,2.292389792,7.231713439
MGG_07357,0,0,0,37.75695338,79.5204636,2.094736923,4.820416814,5.667866674
MGG_07372,0,112.2630244,4.776774801,2.137736184,6.698433933,0.637406991,0,0.457534865
MGG_07411,0,2.185035589,7.021018128,5.948917011,2.86165036,2.936209765,8.312540899,19.74655444
MGG_07424,0,84.8229184,36.27900918,17.97830904,2.938706215,2.741483707,5.061358975,2.912543253
MGG_07471,0,172.1849234,196.8295159,210.5357619,187.6197329,100.5673757,89.44432081,99.8515688
MGG_07538,0,0,1.29445638,3.061265681,3.55339582,2.964192861,1.789396385,5.140169101
MGG_07556,0,0,0,76.17379517,19.00862529,9.229488053,8.678680298,7.823989108
MGG_07574,0,2.497599914,2.31631696,12.37681097,90.31245656,7.180714583,9.764428867,3.220777001
MGG_07591,0,0,1.388198206,15.32778882,27.40207205,20.93991245,28.84438047,1.969996562
MGG_07621,0,0,0,0,56.58894502,0,0.42459676,0
MGG_07623,0,1394.931856,487.9372943,822.3972985,92.45608196,95.22830359,139.4089044,778.8355867
MGG_07624,0,0,0,44.90941976,156.4217799,26.49509181,18.84288814,17.0115517
MGG_07630,0,42.36356766,49.25238445,1440.144921,12043.61068,2309.755858,1294.776488,1209.762164
MGG_07677,0,0,0,0,45.96909819,44.61426811,44.66825726,22.15553767
MGG_07748,0,7225.25553,4756.763329,4729.034416,316.3430355,247.1646216,1047.139433,4652.339915
MGG_07749,0,15.67019682,0,1.585840062,19.16985706,19.90569381,25.53650324,6.633796512
MGG_07766,0,0,0,3.612516506,2.351592653,0,0.13860038,1.217131634
MGG_07804,0,0,0,19.96836869,14.57749342,2.779241296,8.363455234,4.253838062
MGG_07810,0,0,0,39.19602349,7.484154936,15.59960493,8.249272902,7.41890879
MGG_07811,0,0,0,4.474270807,29.12400367,1.015725074,1.328126766,0
MGG_07834,0,0,0,136.1144527,56.30933565,6.1925013,9.772298957,9.904554339
MGG_07854,0,1.041447135,0,3.63306499,84.26580524,9.48431248,11.78245564,10.52852794
MGG_07869,0,0,0,185.2587258,13.58397933,8.296025388,4.58034346,4.343937765
MGG_07871,0,0.431832927,0,1.780676157,12.44527186,24.72259026,46.03715748,17.8273894
MGG_07880,0,0,0,90.14948572,68.49645543,5.12343297,12.17729384,13.02782289
MGG_07900,0,0,0,30.77101636,236.6601313,104.8108228,101.5153519,84.58407948
MGG_07919,0,2.436328951,0,0.699931982,2.92272205,1.949026013,0.503983268,1.169459403
MGG_07934,0,1.67683832,194.6336863,723.2255782,12.22879072,3.065398057,3.61447688,9.564725144
MGG_07969,0,37.53854999,13.11196002,73.84203125,3792.972202,1229.214729,950.3792422,919.8876601
MGG_07986,0,2.592518589,2602.810338,678.7062937,1.582686613,7.626063163,7.323428179,5.76340901
MGG_07994,0,0,0,34.70684214,1.949665679,0.54773091,0,2.264720745
MGG_08024,0,13.32453875,8.265094383,31.47949247,166.4529963,67.00121135,130.2211061,84.09258618
MGG_08027,0,0.569971415,0,74.99078911,6.863796994,0.896322203,0.934676138,2.960500548
MGG_08086,0,13.08141915,6.833775776,59.22745908,25.57840609,72.82410952,82.04738341,65.82032399
MGG_08191,0,1.779201653,2.724020823,9.720988663,5.696631917,8.081668867,4.338338987,5.351232895
MGG_08210,0,54.79461013,51.15740096,60.79572847,65.33874479,34.14448992,34.45406695,42.36433985
MGG_08230,0,0,0,11.40836767,17.57973394,0.756715521,0.649071855,0.610426815
MGG_08275,0,568.118337,162.212103,63.26181496,17.15297275,18.56412241,6.55957892,6.671440237
MGG_08291,0,27.45391006,1475.664316,830.06515,104.1730306,63.57737944,109.0194609,147.0940588
MGG_08300,0,71.55600236,867.6637861,1270.393392,4242.724469,864.5548579,664.0974096,778.9922945
MGG_08348,0,0,0,22.06468264,912.075258,921.0901233,259.023381,172.3206091
MGG_08350,0,7.012176097,2.147611259,3.64813033,59.54367849,3.49473984,6.755246182,1.542721645
MGG_08354,0,244.9632804,5.786856713,11.2637099,8.524425381,131.3390976,262.1198235,26.72980244
MGG_08355,0,0,0,21.99401651,247.662195,109.4991018,94.76260146,100.9190763
MGG_08373,0,0,0.64613832,0,32.24445819,3.335160897,3.210246232,14.55335252
MGG_08376,0,0,0,8.764693151,5.552310127,0.526810632,1.207435774,1.658764466
MGG_08399,0,0,0,10.50327062,7.617003503,6.787610524,11.89870791,3.691580977
MGG_08406,0,92.64826755,9.555859809,3.535359687,1.370365548,0.937999765,0,0
MGG_08407,0,0,0,5.456530813,19.3773205,3.904726033,8.581383992,14.32109824
MGG_08411,0,0,0,45.08268652,24.67091497,5.018393639,10.44219282,4.644336826
MGG_08414,0,0,0,34.7629403,25.94338201,2.280756449,3.454156795,4.513607241
MGG_08432,0,0,0,56.78757295,7.83772704,0.89511187,4.934962562,0
MGG_08433,0,0,0,74.07359827,7.745863432,0.469956921,4.427850674,0.665166176
MGG_08435,0,0,0,8.078496926,169.2453809,117.1043869,95.26823443,55.14987066
MGG_08442,0,0,0,8.7304493,0,0.330046082,1.990014008,2.498246373
MGG_08451,0,2.1882397,0,4.188456928,1.339458333,3.004385386,2.04043738,6.105749794
MGG_08481,0,0,0,28.10997182,4.036321287,1.799068719,1.460447166,3.99159739
MGG_08482,0,0,7.865375347,600.7535484,193.1365926,20.82498978,25.21465082,62.3746707
MGG_08506,0,0,0,129.2045612,101.1059616,19.59437339,27.37968858,30.29189335
MGG_08515,0,0,187.0753854,749.1443559,27.11658498,5.139463436,7.450145931,12.78262989
MGG_08543,0,3.51752812,3.085735064,2.322582403,20.91823404,17.82298275,16.96502643,9.28755221
MGG_08546,0,0.671818766,1.10373136,12.10640865,216.376172,109.7968542,78.73996372,37.64115461
MGG_08559,0,26.14409115,31.52172546,26.29957752,25.67602611,15.24672786,16.21559474,18.74654806
MGG_08609,0,0,0,2.020651693,1.220796266,0,0,2.820582898
MGG_08610,0,2.573516214,1.017033429,20.50571974,31.97790465,20.72814651,28.87541792,14.65637608
MGG_08624,0,56.47523997,78.22240824,87.67523203,86.78216727,141.7880645,172.1031236,152.3342456
MGG_08715,0,0,6.520834187,4563.533044,1508.115579,133.756307,252.0098478,248.139072
MGG_08787,0,0,2.808835253,10.85532052,0,0,0,0
MGG_08789,0,0,0,0,25.90045542,9.535300712,4.413283722,1.914208538
MGG_08797,0,0,0,0,7.119329734,0,0.274413978,0.443444117
MGG_08799,0,0,7.004774548,271.0644573,149.9696085,18.25983238,15.07212579,19.36572272
MGG_08817,0,84.05651508,35.83802991,731.9416924,37.13691348,5.82599564,17.54913329,9.505707687
MGG_08941,0,0.447879178,3.080311321,3.071206385,4.757552108,1.51553644,1.827458214,2.487833411
MGG_08946,0,0,0,19.19173196,4.120271131,0.907684034,3.029341856,0.672850938
MGG_08957,0,2.156891829,18.04188796,558.8842059,807.4815996,54.60427348,69.21177116,81.08041066
MGG_08992,0,0,0,266.548891,24.1038631,4.813574108,7.257450184,10.13747236
MGG_08994,0,5.28246859,12.00852951,9.017215378,21.58174524,8.022166052,5.432923138,4.249033942
MGG_09019,0,5.360171133,15.78349219,47.61278989,39.24193763,24.91300423,25.28315518,12.16123387
MGG_09100,0,148.0561934,10.78259006,5.918079721,436.7292964,206.1024756,243.8105108,76.40944456
MGG_09106,0,0.90665807,4.759476903,16.94246832,36.12663869,27.63948868,34.55352229,36.7659953
MGG_09128,0,0,1.25144262,0,5.080574829,0,2.140462152,0.887963134
MGG_09134,0,47.52663599,48.35655912,86.24821067,1651.001927,11394.06566,13706.73269,5683.402011
MGG_09377,0,19.79909279,0,4.319282595,24.97673961,5.277914552,5.90529096,1.845479742
MGG_09378,0,3.862263541,10.04889746,145.4205505,96.34399222,39.55379543,35.90683471,41.92832648
MGG_09379,0,0,1.519810677,402.9698501,678.4458383,43.77529311,94.06721357,93.91619189
MGG_09387,0,1.088730097,14.73776658,2807.050768,40.75177553,6.969917267,26.3766452,29.35149718
MGG_09421,0,0,0,28.03070846,6.566905319,0.964842366,0.48164234,1.9946825
MGG_09474,0,4.201743899,1.338521133,0,2.835631501,8.709126985,3.538961275,6.232211587
MGG_09569,0,2.837408522,2.053040505,12.27392762,5.992602505,10.64712014,14.28595993,11.23640609
MGG_09605,0,0,0,761.28063,86.02202453,3.468380895,13.31397666,13.4674527
MGG_09627,0,0,0,86.48595328,50.81398338,6.881296468,4.649290391,9.129690217
MGG_09629,0,0,1.645318929,178.6583914,133.6401263,11.59274257,12.97420735,16.45956278
MGG_09648,0,1.128951646,2.592697505,1.539968655,1.964631743,2.977507279,2.394284223,8.202697126
MGG_09666,0,0,0,14.64397529,0,1.669871509,0.232979225,1.022963953
MGG_09675,0,0,0,159.0013373,39.67812406,15.69104144,18.66947442,11.64721322
MGG_09693,0,16.35902359,25.85836299,640.9688513,639.1478345,103.6300422,169.6797103,144.5623344
MGG_09709,0,14.64559302,8.005335907,34.50568655,8.038980883,7.575851413,12.53580454,11.5554315
MGG_09722,0,1.422675405,1.137529126,1.361229854,1.313289552,41.38224114,28.81944441,4.186935028
MGG_09740,0,0,4.968827527,117.6796821,145.8673819,67.33791215,85.42357796,39.24596406
MGG_09765,0,12.14230105,12.95440647,12.22585116,9.82059541,7.302864175,7.300483224,7.272088769
MGG_09810,0,0,0,95.60120198,39.11904179,5.150960982,12.89691083,14.38277356
MGG_09842,0,16.42109107,15.12013484,19.39415719,25.50773521,15.65751246,23.52181329,2.857168514
MGG_09844,0,0,0,0,10.09233081,16.90633852,12.6251557,9.865315788
MGG_09848,0,2.335484271,4.364701297,3.050291828,440.7484872,108.3142937,105.864722,116.2771148
MGG_09875,0,14.40571586,20.53402214,16.60559235,2156.018804,136.3374882,90.63101378,93.59021736
MGG_09908,0,105.3554723,123.31636,124.4781641,104.6998345,67.75689347,63.81847683,53.45043334
MGG_09998,0,0,0,4.59819728,3.549739395,11.85029996,7.311447557,9.312326463
MGG_10004,0,143.9024828,310.8806108,825.5676214,1368.49504,2053.95695,2989.3753,1462.693036
MGG_10020,0,0,0,1143.314153,59.40479717,7.61624767,53.65167313,34.58717035
MGG_10065,0,0,0,7.521531657,7.103119389,0.853748982,1.550063123,2.877706742
MGG_10074,0,0,0,0,10.96523341,0,0,0
MGG_10086,0,0,0,21.96769386,10.68601897,1.57224313,0.281868648,2.616254248
MGG_10097,0,0,0,109.0604513,99.21774669,30.08501104,9.292548993,23.66639272
MGG_10105,0,0,0,0,0,24.15581248,41.5957279,79.21907119
MGG_10120,0,0,0,336.3115338,70.94975693,9.171702249,21.28856089,13.17323606
MGG_10231,0,0,1.46364376,6.159892458,0.58819692,0,0,0
MGG_10244,0,0,0,0,0,40.72984673,6.052575083,0
MGG_10276,0,0,1.570782668,401.8732743,455.8321402,29.05798607,51.16471814,50.80681646
MGG_10280,0,0,0,287.3957959,305.5072331,31.68181823,32.56353888,70.634538
MGG_10282,0,39.19520941,5.357634983,39.12724593,0,0,0,0
MGG_10310,0,58.85793794,5.799851122,6.323264404,22.66228884,9.775383805,3.238481977,6.937527074
MGG_10315,0,15270.80235,4364.943343,2351.201191,2219.842435,39344.14798,49704.15079,99801.34522
MGG_10318,0,0,0,1.455751619,102.4030574,3.99624305,0.42500507,3.019472968
MGG_10335,0,0,0,0,13.09008634,0,1.515650203,0
MGG_10371,0,73.07829248,28.3570166,40.33618105,61.23250921,29.18838356,40.45284031,27.75209658
MGG_10394,0,0,0.393959116,0.655524968,40.36614303,1.641969543,0.240932902,0
MGG_10424,0,5.590593681,3.245013762,1.937638203,2.135375828,1.773029846,0.565691324,2.080120425
MGG_10425,0,2.947022102,2.975284551,34.50971842,127.2732229,56.79332314,34.04713541,25.67765243
MGG_10455,0,0,0,27.50325287,16.68770907,1.017568262,1.720347488,10.78407519
MGG_10456,0,46.17502289,1308.264901,504.2027322,1251.699963,2975.141862,3233.661416,2417.385343
MGG_10477,0,0,24.48188057,16.6430443,21.84259468,6.598085474,8.766704105,2.153239787
MGG_10531,0,0,4.38846555,46.37622143,0.980796099,3.92317656,14.19224502,1.931578851
MGG_10532,0,2.665330799,68.30863119,85.17680762,25.87578439,18.44300306,21.3729008,12.8352674
MGG_10720,0,125.1639826,52.11003202,69.72365915,236.7090111,60.45455903,69.33286287,52.94296895
MGG_10725,0,0,0,12.43666386,4.004665265,2.334830283,1.208704841,1.759867281
MGG_10732,0,0,0,2.659741531,3.941222514,0.705681219,3.283363842,4.056319995
MGG_10780,0,0,0,27.10774947,1.2182757,0,1.176938307,0
MGG_10796,0,2.739465001,62.34224517,28.19009001,0,0,0,0.827944829
MGG_10804,0,0,118.5863313,91.07220809,3.67735773,1.093488014,0.665007409,0
MGG_10892,0,26.41594095,7970.005807,1085.658886,6.232416817,4.406467985,5.621387277,2.753941453
MGG_10914,0,0,2.18596146,1265.623265,610.5739883,56.12759755,82.23907425,96.87076733
MGG_11072,0,0.807350538,3.803686866,516.8012813,764.0953784,96.18698566,150.7784375,194.1065905
MGG_11292,0,0,0,87.35108672,23.20723977,2.240323922,6.689741254,3.875933332
MGG_11304,0,1.476790802,0,0,2.571252541,1.472792453,1.878860072,1.721528527
