,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48
MGG_08918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
MGG_08919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,14,2,133,126,39
MGG_08920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,32,4,89,40,26
MGG_08922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,29,38,14,248,113,43
MGG_08923,0,0,2,0,0,0,0,0,0,0,0,0,3,4,0,1,14,2,47,61,12,139,95,40
MGG_08924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,1,36,70,10,271,143,48
MGG_08925,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,14,1,31,79,17,221,129,56
MGG_08926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5
MGG_08927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,17,18,7,109,67,38
MGG_08928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,12,31,3,47,14,11
MGG_08932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,19,1,131,58,29
MGG_08933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08935,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,14,12,4,145,57,37
MGG_08936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,1,16,9,4
MGG_08937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,9,4
MGG_08938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
MGG_08940,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,38,2,23,59,12,18,17,8
MGG_08941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,6,1,0
MGG_08943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,69,3,260,320,18,132,107,61
MGG_08946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_08949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,3,1
MGG_08950,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,3,30,4,6,11,1
MGG_08952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,35,18,9
MGG_08956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MGG_08957,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,14,96,4,23,200,69,88,27,16
MGG_08962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,3,18,9,2
MGG_08965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,45,21,9
MGG_08970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,52,39,14
MGG_08971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,41,5,105,23,28
MGG_08973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,41,7,103,28,17
MGG_08974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0,4
MGG_08975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,46,63,12,159,76,39
MGG_08976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,37,12,6
MGG_08977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08980,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,31,3,66,74,28,289,200,90
MGG_08981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,171,43,24
MGG_08982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,8,5,3
MGG_08983,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,3,0,17,7,6,30,8,21
MGG_08984,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,9,0,126,29,41
MGG_08985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,3,79,16,20
MGG_08986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_08987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_08989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_08990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3
MGG_08994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,2,2,3,2
MGG_08998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
MGG_09001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1
MGG_09002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,4,0
MGG_09003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,17,11,161,52,30
MGG_09004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,22,13,2,60,35,39
MGG_09005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,16,9,1,23,10,9
MGG_09006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,29,25,9
MGG_09007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,22,24,6,114,61,27
MGG_09008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
MGG_09010,0,0,1,1,0,1,0,0,2,0,0,1,2,2,1,9,81,3,157,265,72,916,408,247
MGG_09011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,6,2,59,42,18
MGG_09012,0,4,0,5,1,0,0,2,0,0,0,0,0,1,0,0,0,0,9,3,3,28,9,7
MGG_09014,0,0,0,0,0,0,1,1,3,4,0,2,0,0,0,0,1,0,5,1,2,16,11,5
MGG_09015,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,3,1,1
MGG_09016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
MGG_09017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,5,3,3
MGG_09018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,2,48,125,25,90,33,12
MGG_09021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,13,2,1
MGG_09025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,6,0,69,42,34
MGG_09026,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,12,0,20,23,9,263,103,62
MGG_09027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,24,18,2
MGG_09028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,14,4,3
MGG_09029,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,15,36,7,84,29,12
MGG_09030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,1,2
MGG_09031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,7,7,1
MGG_09032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,86,102,19
MGG_09036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129,5,18
MGG_09048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0
MGG_09049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,39,7,46,12,9
MGG_09063,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,18,4,5,9,5,1
MGG_09064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MGG_09070,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8,2,18,29,9,31,5,6
MGG_09071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,10,2,34,12,7
MGG_09072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1,305,40,49
MGG_09073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,8,2,3
MGG_09075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,13,14,0,54,29,26
MGG_09076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,21,10,2
MGG_09079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,14,75,6,38,47,10
MGG_09080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,1,102,62,13,330,239,95
MGG_09081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,2,0
MGG_09082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,33,89,4,397,214,118
MGG_09085,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,3,49,2,62,190,29,239,114,51
MGG_09086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,3,1,5,0,5
MGG_09089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MGG_09091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,19,2,3
MGG_09094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30,3,7
MGG_09096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
MGG_09098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,1,3,7,15,8
MGG_09099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MGG_09100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,88,11,108,11,10
MGG_09102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,14,0,7,0,6
MGG_09107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MGG_09110,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,21,0,29,57,8,369,159,89
MGG_09114,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,15,20,2,45,25,20
MGG_09117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,6,1
MGG_09118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,33,20,13
MGG_09119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
MGG_09122,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,11,8,2,6,9,8
MGG_09124,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,8,0,35,52,7,284,99,50
MGG_09125,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,11,0,46,42,10,344,135,100
MGG_09126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
MGG_09127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,2,19,5,2
MGG_09128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
MGG_09129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,13,5,4
MGG_09130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09134,0,0,4,1,1,0,0,18,0,0,0,0,4,15,5,5,9,2,463,809,89,19877,5893,4114
MGG_09137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09138,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,2,0,4,6,2,86,58,54
MGG_09139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_09144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_09147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7
MGG_09148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
MGG_09149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
MGG_09154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
MGG_09156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,24,7,69,24,19
MGG_09158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09159,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
MGG_09160,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,15,51,3,135,51,36
MGG_09162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,17,6,112,137,70
MGG_09164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,6,3
MGG_09165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,4,9,3,0
MGG_09167,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,0,2,10,3,110,37,12
MGG_09168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09170,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,24,2,60,73,13,370,135,74
MGG_09171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MGG_09173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,2,72,49,29
MGG_09175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,8,2,3
MGG_09176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,10,4,8,1,3
MGG_09178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,17,14,1
MGG_09179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,41,57,8,469,90,98
MGG_09180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,13,11,6
MGG_09181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,9,19,2,66,46,27
MGG_09182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_09183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,17,0,41,17,22
MGG_09185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
MGG_09186,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,23,1,44,69,16,606,304,134
MGG_09188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18,15,11,105,18,22
MGG_09189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,147,48,29
MGG_09190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,4,32,34,12,342,143,99
MGG_09192,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,16,26,7,116,41,21
MGG_09193,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,6,2,51,21,38
MGG_09194,0,0,0,0,2,1,0,2,0,0,0,0,3,11,1,20,89,7,432,470,89,1868,1293,537
MGG_09195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,115,114,26,240,173,116
MGG_09196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
MGG_09197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0
MGG_09198,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,20,2,35,63,9,48,10,21
MGG_09199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,111,154,60
MGG_09200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,8,2,202,19,18
MGG_09204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,18,4,61,20,10
MGG_09205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,6,1,48,86,11,216,102,60
MGG_09208,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,7,0,63,102,24,352,165,91
MGG_09209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,25,4,126,38,28
MGG_09210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,37,32,12,210,119,79
MGG_09211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,1,13,41,5,203,135,79
MGG_09212,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,14,2,36,83,19,116,111,70
MGG_09213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,12,24,5,100,56,23
MGG_09214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,17,35,6,172,90,28
MGG_09215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,13,3,240,64,48
MGG_09216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,31,15,9
MGG_09217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,10,0,15,6,1
MGG_09218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,1,25,10,4
MGG_09219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,16,45,7,180,50,34
MGG_09220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09223,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,9,5,1,36,28,7
MGG_09224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,14,1,2
MGG_09225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,1
MGG_09226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
MGG_09227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,20,9,37,23,15
MGG_09233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,0,0
MGG_09234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0
MGG_09235,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,15,1,59,71,8,259,109,46
MGG_09236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,24,39,1,91,44,31
MGG_09237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,8,4,2
MGG_09238,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,8,0,15,27,8,53,24,22
MGG_09239,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,7,5,0,30,40,6,215,86,50
MGG_09240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,9,26,2,236,129,80
MGG_09241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,0,2
MGG_09242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,8,43,23,8
MGG_09243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,7,2
MGG_09244,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,18,26,3,98,38,29
MGG_09246,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,47,49,10,167,61,38
MGG_09247,0,0,0,3,1,6,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,27,8,4
MGG_09248,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MGG_09249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,8,2,31,11,8
MGG_09250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,22,2,40,15,9
MGG_09251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0
MGG_09252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,39,38,11,139,62,39
MGG_09254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,10,5,79,43,25
MGG_09255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,22,5,91,41,17
MGG_09256,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,9,18,1,36,18,5
MGG_09259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,27,45,10,249,89,55
MGG_09260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,8,2,193,303,143
MGG_09261,0,1,4,0,0,0,2,1,0,4,0,1,0,0,0,0,0,0,128,28,2,2041,2644,1895
MGG_09262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,79,21,20
MGG_09263,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,15,0,22,13,7,233,73,26
MGG_09264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,1,38,19,18
MGG_09265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,26,98,17,284,90,26
MGG_09266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,1
MGG_09268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,22,3,2
MGG_09271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,0,20,6,3
MGG_09272,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,14,1,60,152,34,583,365,283
MGG_09273,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,18,69,11,68,39,20
MGG_09275,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,3,1,22,35,2,216,96,46
MGG_09276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14,0,2
MGG_09280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,23,24,7,135,96,17
MGG_09282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,1,0,28,9,6
MGG_09283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,18,3,50,17,12
MGG_09284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_09285,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,22,1,43,52,8,298,178,78
MGG_09287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,54,60,10,247,176,94
MGG_09288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,38,13,10
MGG_09289,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,41,38,10,254,262,128
MGG_09290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,24,0,66,51,21
MGG_09291,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,4,0,30,66,13,199,110,43
MGG_09292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0
MGG_09293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,21,35,5,88,35,23
MGG_09294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,28,36,13,90,65,30
MGG_09297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,28,13,12
MGG_09298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
MGG_09299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,16,6,37,12,2
