"","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","gene"
"31",344.917928905256,51.4574029270647,67.9630397645948,63.3557635984808,54.6248366633014,47.0666496821893,47.495763125926,37.3400268652787,0,58.7673007281889,96.741625175055,68.9552012610764,65.7733902913871,41.3022131724359,33.7520645508203,39.4019521620023,0,54.7715436237023,31.1165794416613,41.2891062391563,62.5190957702974,21.8292931882214,15.6635543651837,18.9838481176966,"MGG_00053"
"32",0,3.58085924995022,18.6294851421977,6.66226519480033,8.27473142883548,11.0476792721813,9.87085588816887,5.42482982707195,0,21.8866460074446,15.8464082521619,17.9464279631619,17.2912353980702,0.251860408120374,1.90138190731274,0.69571480523692,0,10.2308317688525,17.723918613651,11.3972631607406,13.5846178673463,3.47634346992035,2.42656554477277,2.4953418480489,"MGG_00054"
"33",0,17.7023519435984,10.1791207514111,22.2315328854568,21.6222712299304,24.9046028344522,16.8914795893237,2.29870398925604,0,21.0033201426627,20.8902334209766,21.7767376423209,9.32520319916868,0.747058949932283,7.98972814903912,11.349818204945,0,15.1731558270959,10.1100050795041,9.6588962711614,8.9542637570541,1.47305719387759,2.94446791020925,6.34421994073525,"MGG_00056"
"34",0,6.7129472678474,11.0287041526599,6.69084745577646,8.86424687644362,20.5924605216884,34.162424554757,7.47168449549915,0,31.0313554937156,8.4876757668886,5.24317708184846,1.89440921075155,0.404705491987497,1.2730261079902,6.70751559495189,0,16.439558068515,19.716875740855,13.0813250006271,1.61693608405462,3.19200693025894,1.06340767740006,6.3009189075984,"MGG_00057"
"35",0,18.5129524535414,26.2674465386223,16.4390595669098,35.5575304448248,76.6395886101383,72.8010052553412,15.2979458504699,0,39.9364978482663,27.3085109889717,25.3043405914535,14.9607758204322,13.8497366108082,7.81939513559481,32.3714527446994,0,21.6381041517825,13.456479040112,9.18289316950252,12.7694788075443,9.10300949686781,16.174083825279,14.0736597042594,"MGG_00058"
"36",0,0.674028696536682,6.6441723325705,7.52426880553107,1.78006962650387,0.998167513188312,0.857538930905359,0,0,0,7.95409381078303,3.68517161125533,0,0.568895220096459,0.536848510014287,1.57146107323252,0,0,7.698901894425,1.83884415030745,0,0.560876217734643,0.249139006291462,1.20780174036201,"MGG_00059"
"37",0,15.2651083593866,5.78747389427345,6.55409087931647,6.97746489701231,13.0419594846381,14.9393601716464,3.0495700487838,0,10.1323649138347,13.8569886445733,3.21000621725393,1.54640726404552,0.495541968221557,2.49401256228223,13.6883715261514,0,3.35490503722321,2.68248272310052,16.0174390170048,2.96978805122926,5.86268321574779,2.17015065652162,2.80551464427929,"MGG_00061"
"38",271.149997658744,128.891681066757,63.2010818525287,65.8543423327965,77.2435374700971,88.0963327768781,90.3171067047987,33.4739499467712,379.430557690373,118.918827661702,88.921637131128,61.7967616256443,42.8274997572143,13.2218589733902,16.214903125696,49.4675668936522,0,168.830725974817,27.1796072040604,43.2780868407845,43.7986257787582,24.7509247051933,15.6851488967394,20.6089938252223,"MGG_00062"
"39",0,128.224769988453,56.3904063498592,31.5163789285343,53.7775179164011,57.2823688459521,57.6968765431362,33.7164311295522,170.148232148149,153.074853169723,65.0594937707096,46.6720880816761,43.2116028940503,24.5419077271874,50.9460150038612,40.4265351169782,0,170.725987683325,43.0648484847594,60.6475432185881,58.1722753642494,55.0513840976497,38.783948070392,94.7539945987232,"MGG_00063"
"40",0,69.8448638724958,57.3740794838367,94.6921214299695,220.351704804948,153.386578114422,124.707972712372,51.0163144394104,0,39.3798385232494,107.711473063257,131.267287813185,94.5949003833037,65.9845002087864,78.5982262718399,93.9102702562863,0,51.022062888564,96.0966099338739,95.2732576675758,143.859294011612,87.5097251788952,47.8192487014378,58.0742889749276,"MGG_00065"
"41",0,2.25170026095771,1.23310646465289,0,2.47775259366839,2.22302508431683,2.86474543950801,0.974633651122294,0,1.61913706727487,0,0,0,0,0.597809329832759,0,0,0,0,0,0,2.49826183430523,0.832288548490159,3.58653703609331,"MGG_00066"
"42",0,123.225461453459,58.505374029145,73.3538371275774,80.2381729574435,57.7587910527946,69.0383894056331,55.049997259942,0,163.39661295186,45.0256565509704,71.080606636958,74.4408462278465,70.6089206691859,88.691816738581,46.1250919150178,0,167.958114801453,45.1952089140314,61.6837099799686,99.1185536619928,92.6613929039788,82.3196513588032,112.768144836228,"MGG_00067"
"43",0,14.2574205640302,5.40542833836244,10.7125182994002,17.0162588025116,30.8586024416183,20.2321049461061,17.8016271246467,0,11.8293778599297,9.706690752142,7.49526429407864,13.7210881818276,8.09952516747501,6.55137164763197,25.5695361068341,0,12.533757623453,5.01081072450712,4.4880264007504,9.70810732714507,12.3202640370186,10.3371574135847,16.3769727506714,"MGG_00068"
"44",0,2.8275720848273,2.7872516868925,1.57822749554838,22.7757206673559,10.8870966295866,10.0727295950319,58.0126696055783,0,0,1.66838398239055,0,3.35137894413545,11.2167087001907,19.2178925682391,32.3024160260417,0,1.61572473503804,2.58377130734705,10.7996145865343,12.3955182966211,21.1760441359979,17.9765138375823,15.2003015714373,"MGG_00070"
"45",0,0,0,0,4.01269932754263,25.0726144838149,25.4064076478401,27.058473229463,0,1.8729848278222,0,0,0,0.732814181819167,4.14920204350025,1.01212747089552,0,0,3.96689182356813,0,0,2.16745385836438,11.5532935798888,13.4837075647194,"MGG_00071"
"46",0,0,543.095850846005,53.5564269058345,0,0,0.78758862536323,0,592.263206868156,2.67084241308785,252.031830475808,321.534006444272,0,0,0,0.721637713387741,0,1.76867350149683,229.096991236642,199.284040362021,0,0,0,0,"MGG_00072"
"47",277.505775088183,31.6590989480577,6.66830105348773,33.4158019055807,21.1704285986053,27.9500085171937,23.7540265627875,17.9198736541112,0,16.6361121847898,31.1336204095885,26.629592679814,20.3121028086217,16.9575475840439,23.2760782843038,23.1843685838939,0,27.8316453533657,39.8706024023467,16.6096982345368,19.161947069404,22.9668534295356,12.002100956768,14.06138018228,"MGG_00073"
"48",0,8.68087090897023,10.696355105568,6.05660472254575,2.14928089060662,9.64161100117642,6.90269642529292,4.22714012499113,0,2.34081775480691,0,0,1.42902771884877,0.457928014764316,1.15235267109863,3.79480802856501,0,6.20050410233486,4.95773947234994,5.9206561873977,0,0,0.802170428024055,0.648140739752961,"MGG_00074"
"49",0,32.7765101366168,67.0566769017578,54.3654915103865,36.3392081096746,95.7035781457735,89.6947762257227,21.6821669288403,0,53.3631089777913,49.2609673029983,47.3362888657023,26.876215985934,7.04651705214044,16.5828940155721,36.045585985615,0,53.0068245569321,29.6678811030237,57.3630577592893,30.2386568073353,31.9056185669896,22.1728702742132,19.5775670429706,"MGG_00075"
"50",0,70.2805552084983,37.9607528100504,42.9890878662136,34.3245375748092,33.8610937128564,39.8080719060843,11.2514089936138,460.546095865371,68.5362842869817,36.9239374395629,56.584843346511,14.5806708400471,9.75096208102685,12.6523044302192,21.3236315403078,0,83.8949569351349,34.0897970805299,42.0241407067915,25.9722732624341,16.0225249984023,8.89642810249857,14.3763402141759,"MGG_00076"
"51",0,118.455869494704,29.4865458262983,15.0265689430168,6.31989683453638,3.98684133734777,4.56686426269015,3.10744510080451,0,170.356856514794,22.9449479855581,13.0837041730992,4.33332663260639,2.27225886450206,3.01784622271778,2.78963016795728,0,220.498072526753,13.6669557717092,21.2178454949345,7.06101431547745,5.47611699884569,3.09587039642763,0.714689496973338,"MGG_00077"
"52",0,23.2846276985399,2.18596146006649,1.85663775720897,1.31771387936001,2.95561289619396,5.92481443170975,0.863879827131125,0,31.5731728118599,1.96269847279062,3.63731223968059,2.19032522383071,0,1.41300387051379,0.77552624393293,0,20.9082474641232,3.03956646221455,9.07481528723159,0.56085283002111,4.42873688808654,1.4754206086871,2.78160400810646,"MGG_00078"
"53",0,0.566295874013316,0.930367751774037,0,10.8427640446279,7.96694917942288,10.8071235143117,1.4707046711546,0,0,0,0,0,0,8.56979362646482,10.5623030772035,0,0,0,1.54493400744394,3.34186651734366,22.6189933740689,6.2795423419018,34.8398784838465,"MGG_00079"
"54",0,0.634379949681584,1.04222311099145,0,12.1463574514382,8.92479188262491,12.1064319657227,1.64752313781044,0,0,0,0,0,0,9.60011453202019,11.8321774925742,0,0,0,1.73067684734819,3.74364923072914,25.3384079541298,7.03451311881776,39.0285738846392,"MGG_00079"
"55",0,14.7728372260964,5.39340023792105,29.7756111343045,85.6144569094466,42.5387276648477,75.1794877956869,8.52576726589222,0,7.08183315406203,4.84254576464227,8.97430309603435,29.1825012999352,29.0934078912881,176.929213618166,164.556521890217,0,4.68970036578464,11.2492366265136,17.9121587725543,107.935340895278,752.595540524089,136.510878747685,372.564104263338,"MGG_00080"
"56",0,232.33291511488,1803.13420168799,648.39053391915,1434.07735303735,226.686200121081,468.013688022931,1758.29474515982,2315.42269456724,284.531466796643,4026.90091069375,5815.37490515672,2622.25390863907,10076.8903079577,3630.27953071078,1592.57062119263,0,383.756888495049,7599.14352468117,5721.03508697703,2498.30789091899,3778.99846847284,3998.6221992442,1568.43041748428,"MGG_00081"
"57",0,16.502393858831,7.66202773805621,14.016612796764,7.57945024509615,17.5318642993379,21.9081553774806,3.26091317297001,0,16.2518461745319,6.3502774048154,5.88423083069425,3.77960526514307,2.72511932684665,3.52405721659802,8.78220673316286,0,17.4245563926279,6.55631026807409,8.80842298554046,5.4438892727815,5.07489050467342,6.89534183505474,7.28557851670953,"MGG_00082"
"58",0,1.35250642737394,57.7728692152225,49.0691589430013,233.958722131651,65.0950167016536,36.1355018805268,26.3440580946917,0,0,63.8427595637767,18.4866694690037,170.102247217839,48.5156847765429,15.7995284267351,6.3065896536328,0,0,40.1664162201552,33.2084329718891,218.921405651012,22.5090917744332,7.99875991156219,12.1178788471965,"MGG_00083"
"59",0,0.740173595715177,243.206308139847,77.4623700027582,35.185578553507,9.31703138137964,18.833847200137,10.5725160300551,0,4.79015023996911,251.121420492151,153.778816808748,21.9322631684241,7.80903733786831,10.4150550190851,12.9425571835164,0,4.22948293073173,272.232429370791,105.003425628153,18.0958608467738,7.3910046079325,9.02840160547603,2.65265547792934,"MGG_00084"
"60",0,37.2554043176639,25.9919801005166,33.4703464176301,108.834742693442,60.8397394339835,72.7210100111224,34.4605213233676,0,41.8354369512066,15.0563170515445,11.1610676943624,43.6864866561303,7.96878385509959,24.3888339294162,50.5685605632979,0,40.8270635414012,10.4927499791516,15.3153047039306,42.1638401528199,22.5076902120562,16.0342513638141,30.1784982797303,"MGG_00085"
"61",0,236.802820583779,15.9880875126763,4.52647305451474,1.60628974212223,27.0216324150714,230.082899224021,6.31840337943925,0,671.78381412886,23.9252425970782,15.5185590806425,4.27200106980386,0,1.0765299936962,4.72682222555427,0,282.675092364557,11.1156704924257,26.549222138476,4.78574683981074,2.69930929062794,0.899266914529605,13.5630717862288,"MGG_00086"
"62",0,45.2322852180081,99.8950107999503,70.3596282032291,64.1340405360888,40.6298728166784,49.0566058615871,55.8468609114731,0,47.9881758057219,72.1913170474445,75.0014661340169,110.836269010385,101.388245353355,49.6102420448426,65.6942761808758,0,46.6084937439079,42.348603906608,50.5737595018214,83.1415271253972,26.5323543482289,28.2305448673037,31.0036441916812,"MGG_00087"
"63",0,3.93207359003063,9.6900082632798,12.8024872213514,1.73072867736837,3.88199902783685,7.50392275572621,0.850986098367974,0,0,29.0010669860106,30.455703977027,0,0.276563134716402,0.347978565126531,2.2918536761003,0,0,17.9651987915964,16.0908665093002,2.76240946129801,1.09065908437952,0.484466468524123,2.34864645460588,"MGG_00088"
"64",0,1.52771462253235,1.25494152786669,1.06587964439956,1.00865082284656,2.82798624426139,3.88729670076763,0,0,0.823903857159438,0,1.04407471558399,1.76042541755042,0.322356285012719,0.81119327515051,0.445222894932605,0,0,0.872494380579758,2.08390912094489,2.57584598913703,0.953437298367185,0.282342061183987,1.59689475209094,"MGG_00095"
"65",0,10.4743628752537,10.7552097396242,9.13489503546904,28.9588323902803,14.5419931633824,14.9918627153806,5.95055880924826,0,4.23665577667129,11.588072772259,7.15841642058544,11.2077472156143,10.221938395599,6.60455163757725,21.367854082037,0,16.8334771915624,8.97303326225636,10.7158202241559,12.6935509516599,8.17123179830663,5.807406357516,6.25638728979855,"MGG_00096"
"66",0,3.22346183136578,4.23666153980374,64.7710522871516,30.2210457407915,1.43208511593247,2.46064658097227,12.5572883104744,0,4.17222839464535,15.2158018991801,47.5845127192193,129.051619102916,346.069672053476,86.7785916638511,7.51532511163112,0,0,35.3463166576139,21.1057266711744,125.005184516084,198.491946420952,146.79003735972,284.57253044863,"MGG_00097"
"67",0,2.56933822880441,2.11058347868488,210.632352455776,94.5724765830333,3.80492694682441,10.6238051878933,47.5431794517681,0,2.77131297408175,11.3701152906491,114.136349589977,386.161889806954,780.417239736587,325.210149439459,50.1685252971785,0,0,52.8255688605562,82.3617718482536,506.314727239747,430.809198665245,235.999461959652,1289.12958168796,"MGG_00099"
"68",0,35.0407100870536,67.4372670628329,32.1313237916978,40.3211862628923,22.9806123231759,7.64243164481128,11.7003658671375,0,62.632124568152,56.1191113816158,43.7899219474249,17.1401867027065,6.33752981345241,8.50563893390714,10.5037072386747,0,48.6269989882214,54.8904119430535,49.1636247091973,23.6325479125507,14.1625812373907,14.4322087553334,8.96999338119021,"MGG_00100"
"69",0,37.9922231916845,34.953766931298,34.9892450511841,37.6256991510707,30.944426737655,35.7685954072564,31.5737932368518,0,21.3089645924295,38.1088598400433,35.3120523244145,40.0269074278285,24.0497114058083,26.8304807872653,28.3445735236204,0,45.5898004038484,27.7731462159331,41.4592302862892,50.6057023241297,28.452855347132,14.8855166972857,19.9697850174071,"MGG_00101"
"70",0,12.5933761073793,22.4138020130761,16.1082937808553,15.5898543473579,11.2674069094343,4.67309307289783,9.53918006296904,0,12.451392094818,26.3167457196714,17.2131959511645,16.9302884906802,11.7362865380207,12.2593011864295,9.17524006906565,0,29.9836583352343,22.7753430689879,20.0412822118016,10.6167070922306,19.648621404891,9.50364823999391,12.223386627172,"MGG_00102"
"71",0,135.610656007032,142.74876990347,159.768952153377,145.293186370438,109.431860309808,87.8156115241525,35.8515834202793,0,98.0978896347351,100.618761336933,115.433010893113,74.8587770025735,48.6619594341954,79.3372741245948,58.6900230679388,0,97.4429287363628,81.6225984727837,97.4757438091645,131.439602203943,67.5718772224564,42.9216811684377,62.5695548877632,"MGG_00103"
"72",849.055548224351,181.309634345964,120.373611067661,240.867805035243,206.617536283649,108.503833433609,101.116832967846,20.9634838050486,0,104.478499122882,186.848894609667,200.294660665078,225.691111063516,41.9258537961996,61.9837697865384,56.4583105583173,0,124.182318271762,153.194149695613,145.681034744358,227.182786347218,79.5696394226214,69.3119814836562,110.52239925543,"MGG_00104"
"73",0,15.4045317375543,8.73732447552828,10.7476727448934,10.1706126153944,7.19681159270141,9.09932717614612,8.33468783097272,0,14.6374434813933,13.5257561818208,11.5304534185101,10.5057198146362,1.7800038986789,3.60290694548968,6.84091884863033,0,25.6737310746811,10.4734464912226,8.5052027763624,12.9866208994387,5.03583849908766,3.05031766652793,4.81967663457109,"MGG_00105"
"74",271.23749362443,66.6485839100125,22.1601049465791,44.2861126211316,49.2422745856483,44.9436276606145,39.8734849266662,14.9393506600875,379.552994140096,41.9345528536997,38.6231699466483,37.9576243405196,45.453595119278,4.01806343254963,16.6414376463415,21.7357558706159,0,87.276246917037,25.3758191385656,30.3044364131985,55.1840093352813,15.1854656898379,10.7045359682868,28.6723325056317,"MGG_00106"
"75",1079.7238185512,97.9120837943999,103.780520955758,92.5528555963591,58.910358198132,96.4702937601652,159.730257280314,32.8107883476083,0,78.3550030475444,179.373244626984,214.776629859829,42.1150163268814,73.1430447911301,42.0321006838674,65.3534023210994,0,100.39181634026,182.18657708395,161.563185460539,98.8527427341254,63.7345584144862,49.0328606139405,27.8267591716546,"MGG_00109"
"76",0,14.6012867278255,15.5924994408068,17.3183289134433,53.0215513452697,94.600674052764,221.061722311869,2.8440319249495,0,6.29963543039485,30.1537618099993,11.9746193923926,20.1905323720718,4.62142910387147,22.0962256093291,164.253142675828,0,16.6868673347872,13.3423249932838,17.9254546148736,47.3913980407862,46.7778759075981,21.3182507426215,30.9610365367859,"MGG_00110"
"77",0,19.6841343414509,5.45478345822146,9.2659976957003,12.6829960888401,20.1944075584858,20.2156862785652,6.77505753314873,0,8.18563739566738,9.79531922994577,8.4281239627784,9.83821079703961,11.5095931102848,8.81491997924693,16.0347231731688,0,9.48614931242627,8.66839324409333,12.2930136714998,14.5951562849475,13.8141735108718,9.55494225980774,8.49934558032529,"MGG_00111"
"78",0,2.67073499453203,38.0271818368119,1.24223988968942,16.4575879733537,36.9141283371133,113.262202025443,12.7161108804645,0,3.84090733699671,15.7584363984811,21.9028881862301,7.03441740241417,30.4311569145298,29.5441613041896,19.7177968696401,0,5.08701748584026,26.4382855496894,29.144547981122,24.0163598523739,108.896899716694,42.7775823112466,22.865147501828,"MGG_00112"
"79",0,4.12329237277666,6.77415893494052,8.63040781942413,3.17606609714945,2.54423916162029,1.7486316489339,3.56947997884476,0,4.44742288909373,4.05485385994082,0,1.3575363936185,0.290012543727205,1.09470283092908,1.60220514118284,0,1.9634352006555,6.27961858264112,7.49927720550206,2.3173974955372,0.571849201312459,1.01605264947038,0.820954117540643,"MGG_00116"
"80",0,43.0186712839323,28.2701579321748,51.1816560959661,33.4849782559137,30.1766443766102,42.056362330722,15.2882865318587,0,29.3054863668092,42.7499583377333,39.6125408113722,26.8357194274419,13.9501908556692,18.5142540293399,22.1706242906439,0,40.1068702737214,26.8959648943802,34.590588745673,33.2124031673937,10.1738607627977,8.03411354653042,10.819056473519,"MGG_00117"
"81",0,70.0683661015496,25.0620136607749,60.6119016460699,48.4807858908007,41.1610275469956,44.0791241506129,14.4368762530279,0,51.8716353325446,49.5813544798337,32.5132112377253,31.4964621460881,6.87412066579646,7.96274484001843,16.2757760114732,0,73.8714105987949,20.6728873581532,39.5009246874878,27.4644500031031,8.82114975122347,6.40310823992997,7.56736686621769,"MGG_00118"
"82",2367.7887119496,1570.55141779155,889.008974076335,705.54326760146,857.441989104682,757.111464623071,419.67713718246,362.011883389675,1656.66863216924,1703.3504385711,1060.0230371497,733.712477418386,526.20373177309,538.562688473964,644.532759876533,519.777349912569,2522.6257237622,2040.76274544188,462.818945207169,573.968007344418,489.761969048463,608.779786528205,385.945094546202,408.026048220101,"MGG_00119"
"83",3517.00833783309,1.7146838807293,2698.73862867388,2076.82411951161,575.104001172063,165.052636490385,250.874987652313,77.929912439109,1640.49474036284,3.69894911603379,3202.13845229414,2671.82651380052,536.308920914532,25.3265487105704,61.4568001422213,103.939985965103,0,0,2585.28481355219,2282.81345093231,309.346709057334,39.9512833921112,59.5765376048939,38.9191790925021,"MGG_00120"
"84",0,14.9150752120977,23.1912704987816,14.1226743784925,12.3093202941949,9.46615707481186,13.8930224022587,4.4960678004762,0,18.3857644103725,18.0724731125417,24.0270634342159,9.47040445132211,2.36037288892708,5.86904748902967,8.69342070322043,0,19.7849274097249,12.7772416882173,12.3524435469527,10.1040990781099,5.31908953803114,3.34718470844266,7.47706727309032,"MGG_00123"
"85",0,47.8616717995496,31.3563041059453,36.8755662501786,43.2318414568726,35.2217007567456,38.8516133358068,52.6176472496508,0,37.3720192155667,45.0459690569112,33.7131152131656,47.9500745823984,19.2068374284298,41.394905125649,42.4440864221922,0,49.4966679876736,26.8312339248745,41.6552877880013,60.4001125604201,33.9628165129139,25.2882934229331,41.5666108381191,"MGG_00124"
